Time  [ms],Memory Usage [KB],Time  [ms],Battery Power [uW] (Raw),Battery Power [uW] (Delta),Time  [ms],CPU Load (Normalized) [%]
11522,1610360,11530,2832000,72200,11528,82
11623,1610340,11633,2832000,72200,11631,79
11723,1610452,11736,2832000,72200,11733,83
11823,1610280,11834,2832000,72200,11832,82
11924,1610156,11935,2832000,72200,11932,79
12024,1610404,12034,2832000,72200,12030,63
12125,1610652,12138,2715000,0,12130,66
12225,1610900,12236,2715000,0,12231,63
12326,1611272,12337,2715000,0,12332,73
12426,1611260,12449,2715000,0,12446,71
12527,1610908,12537,2715000,0,12533,68
12627,1610980,12643,2715000,0,12640,63
12728,1610868,12747,2715000,0,12744,65
12828,1611104,12836,2715000,0,12833,67
12928,1611104,12937,2715000,0,12934,62
13029,1611104,13037,2715000,0,13034,62
13129,1611104,13137,1841000,0,13135,64
13229,1610992,13238,1841000,0,13235,62
13330,1610992,13339,1841000,0,13336,62
13430,1610992,13438,1841000,0,13436,67
13531,1611364,13542,1841000,0,13539,73
13631,1611188,13640,1841000,0,13637,67
13732,1611188,13744,1841000,0,13740,60
13832,1611428,13844,1841000,0,13841,66
13933,1610684,13948,1841000,0,13944,66
14035,1610684,14045,1841000,0,14042,67
14134,1610684,14147,1628000,0,14140,77
14234,1610560,14241,1628000,0,14238,75
14334,1610548,14343,1628000,0,14339,83
14434,1610548,14442,1628000,0,14440,87
14535,1610416,14544,1628000,0,14542,80
14585,1610420,14600,1628000,0,14595,79
14736,1611068,14747,1628000,0,14745,100
14786,1610964,14796,1628000,0,14793,95
14886,1611088,14896,1628000,0,14894,85
14987,1611088,14999,1628000,0,14996,65
15087,1610868,15100,1628000,0,15097,66
15188,1611180,15204,2609000,0,15197,62
15288,1611192,15300,2609000,0,15296,67
15389,1611304,15401,2609000,0,15398,64
15489,1611304,15502,2609000,0,15499,65
15590,1611368,15600,2609000,0,15597,63
15690,1611288,15703,2609000,0,15700,65
15790,1611476,15800,2609000,0,15796,66
15891,1611608,15910,2609000,0,15906,73
15991,1611652,16001,2609000,0,15997,69
16092,1610912,16102,2609000,0,16098,66
16192,1610800,16200,1641000,0,16197,61
16292,1610804,16306,1641000,0,16300,61
16393,1610692,16403,1641000,0,16399,63
16493,1611004,16504,1641000,0,16500,62
16594,1611208,16627,1641000,0,16614,63
16694,1611148,16703,1641000,0,16700,68
16794,1611272,16803,1641000,0,16800,62
16895,1611272,16907,1641000,0,16904,67
16995,1611252,17004,1641000,0,17001,65
17095,1611264,17104,1641000,0,17100,85
17196,1611264,17203,1772000,0,17200,83
17296,1611428,17303,1772000,0,17301,83
17398,1611428,17405,1772000,0,17403,83
17499,1611272,17506,1772000,0,17504,83
17599,1611396,17607,1772000,0,17604,81
17699,1611708,17707,1772000,0,17705,81
17800,1611456,17807,1772000,0,17805,83
17900,1611580,17908,1772000,0,17906,86
18001,1611456,18029,1772000,0,18022,68
18102,1611208,18112,1772000,0,18109,67
18254,1611552,18265,2589000,0,18261,73
18356,1611560,18364,2589000,0,18361,65
18458,1611560,18466,2589000,0,18464,64
18557,1611624,18567,2589000,0,18564,59
18658,1611520,18666,2589000,0,18663,64
18758,1611520,18768,2589000,0,18764,62
18859,1611536,18870,2589000,0,18867,63
18959,1611660,18979,2589000,0,18974,63
19060,1611660,19068,2589000,0,19065,68
19161,1611660,19175,1619000,0,19168,75
19262,1611660,19270,1619000,0,19268,78
19364,1611916,19382,1619000,0,19370,81
19464,1612028,19481,1619000,0,19471,94
19514,1611284,19521,1619000,0,19519,93
19615,1611292,19622,1619000,0,19620,80
19719,1611148,19727,1619000,0,19724,86
19867,1611384,19875,1619000,0,19872,86
19968,1611332,19982,1619000,0,19979,76
20068,1611396,20077,1619000,0,20074,66
20170,1611348,20192,2440000,0,20189,63
20271,1611364,20280,2440000,0,20278,67
20321,1611428,20331,2440000,0,20328,71
20422,1611180,20430,2440000,0,20428,60
20523,1611664,20533,2440000,0,20531,70
20624,1611600,20634,2440000,0,20629,71
20725,1611840,20733,2440000,0,20731,71
20826,1611840,20835,2440000,0,20832,63
20927,1611460,20937,2440000,0,20934,68
21028,1611336,21036,2440000,0,21033,64
21128,1611336,21143,2440000,0,21134,63
21229,1611336,21237,1629000,0,21234,63
21329,1611336,21342,1629000,0,21337,63
21430,1611228,21438,1629000,0,21436,62
21531,1611116,21540,1629000,0,21537,65
21632,1611336,21641,1629000,0,21637,63
21735,1610840,21744,1629000,0,21742,66
21834,1610840,21845,1629000,0,21842,73
21934,1610964,21944,1629000,0,21941,63
22035,1611212,22045,1629000,0,22042,63
22136,1611352,22147,1629000,0,22143,78
22237,1611352,22254,1428000,0,22250,74
22337,1610980,22347,1428000,0,22344,85
22439,1611212,22446,1428000,0,22443,80
22540,1611492,22549,1428000,0,22545,78
22641,1611520,22648,1428000,0,22645,84
22742,1611644,22750,1428000,0,22747,80
22843,1611644,22850,1428000,0,22848,77
22954,1612140,22969,1428000,0,22965,97
23054,1612124,23063,1428000,0,23060,91
23155,1611984,23163,2604000,0,23161,79
23255,1611756,23263,2604000,0,23260,85
23355,1611528,23363,2604000,0,23360,80
23455,1611340,23464,2604000,0,23460,79
23556,1611528,23564,2604000,0,23561,81
23656,1611496,23664,2604000,0,23661,89
23757,1611496,23766,2604000,0,23763,85
23857,1611620,23865,2604000,0,23862,79
23958,1611620,23966,2604000,0,23964,78
24065,1612008,24074,2604000,0,24071,66
24165,1612040,24176,2464000,0,24171,73
24265,1611192,24275,2464000,0,24272,65
24365,1611300,24375,2464000,0,24372,61
24466,1611300,24476,2464000,0,24473,60
24567,1611216,24577,2464000,0,24574,64
24667,1611248,24682,2464000,0,24674,63
24767,1611608,24778,2464000,0,24774,61
24868,1611620,24882,2464000,0,24874,67
24968,1611744,24982,2464000,0,24979,65
25068,1611620,25086,2464000,0,25083,71
25169,1611804,25181,1563000,0,25175,78
25269,1611644,25276,1563000,0,25274,86
25369,1611644,25379,1563000,0,25374,93
25470,1611292,25477,1563000,0,25475,85
25570,1611108,25578,1563000,0,25575,82
25671,1611000,25678,1563000,0,25675,82
25772,1611112,25780,1563000,0,25777,85
25872,1611124,25880,1563000,0,25877,82
25973,1611248,25981,1563000,0,25978,83
26073,1611464,26080,1563000,0,26078,85
26173,1611476,26181,2754000,0,26178,83
26274,1611960,26281,2754000,0,26279,87
26374,1611960,26381,2754000,0,26379,82
26474,1612096,26483,2754000,0,26480,88
26575,1612332,26583,2754000,0,26580,100
26675,1611916,26683,2754000,0,26680,88
26776,1612148,26784,2754000,0,26781,80
26876,1612036,26884,2754000,0,26881,81
26978,1612160,26987,2754000,0,26984,69
27079,1612272,27088,2754000,0,27085,66
27180,1612272,27199,2423000,0,27185,60
27281,1611128,27290,2423000,0,27287,65
27381,1611128,27392,2423000,0,27388,66
27483,1611124,27492,2423000,0,27490,64
27583,1610984,27592,2423000,0,27589,66
27685,1611824,27694,2423000,0,27691,69
27785,1611792,27793,2423000,0,27791,75
27886,1612116,27894,2423000,0,27892,65
27986,1612008,27995,2423000,0,27992,60
28089,1611468,28099,2423000,0,28096,68
28189,1611468,28197,1588000,0,28195,61
28289,1611344,28298,1588000,0,28295,63
28390,1611336,28398,1588000,0,28395,68
28491,1611460,28500,1588000,0,28497,63
28592,1611444,28600,1588000,0,28598,61
28693,1611504,28701,1588000,0,28698,64
28793,1611688,28802,1588000,0,28799,66
28913,1611824,28921,1588000,0,28919,73
29013,1611576,29023,1588000,0,29020,73
29114,1611472,29121,1588000,0,29118,80
29217,1611596,29230,1743000,0,29225,80
29267,1611596,29275,1743000,0,29273,80
29368,1611844,29376,1743000,0,29373,79
29470,1611720,29492,1743000,0,29476,83
29570,1611844,29577,1743000,0,29575,88
29670,1612000,29678,1743000,0,29675,84
29770,1612000,29778,1743000,0,29775,86
29872,1611812,29879,1743000,0,29877,81
29973,1611824,29987,1743000,0,29979,71
30073,1611956,30082,1743000,0,30079,67
30173,1612112,30183,2304000,0,30179,75
30274,1612248,30282,2304000,0,30279,65
30374,1612260,30383,2304000,0,30380,61
30475,1612148,30483,2304000,0,30480,65
30575,1612344,30583,2304000,0,30581,63
30676,1612556,30684,2304000,0,30681,64
30776,1612668,30786,2304000,0,30783,62
30877,1612344,30886,2304000,0,30884,69
30979,1611912,30998,2304000,0,30985,73
31080,1612112,31088,2304000,0,31085,75
31182,1612484,31193,1654000,0,31190,75
31318,1613424,31329,1654000,0,31326,75
31419,1613152,31427,1654000,0,31424,75
31521,1612612,31530,1654000,0,31527,75
31622,1613024,31630,1654000,0,31627,75
31723,1613024,31739,1654000,0,31735,75
31822,1612884,31831,1654000,0,31829,75
31924,1613008,31935,1654000,0,31932,75
32024,1613752,32037,1654000,0,32029,75
32076,1614372,32086,1654000,0,32083,100
