Time  [ms],Memory Usage [KB],Time  [ms],Battery Power [uW] (Raw),Battery Power [uW] (Delta),Time  [ms],CPU Load (Normalized) [%]
5951,1609352,5970,2994000,343800,5967,64
6051,1609352,6062,2994000,343800,6058,67
6151,1609476,6160,2994000,343800,6157,60
6252,1609476,6266,1646000,0,6262,65
6352,1609368,6361,1646000,0,6358,80
6453,1609504,6460,1646000,0,6458,76
6553,1609504,6560,1646000,0,6558,81
6654,1609504,6673,1646000,0,6659,85
6754,1609504,6762,1646000,0,6759,84
6854,1609520,6863,1646000,0,6860,80
6954,1609832,6962,1646000,0,6960,88
7055,1609460,7062,1646000,0,7059,91
7155,1609460,7162,1646000,0,7160,80
7256,1609460,7264,3245000,594800,7261,89
7356,1608964,7364,3245000,594800,7361,83
7457,1608840,7480,3245000,594800,7468,82
7556,1607972,7564,3245000,594800,7561,87
7657,1607860,7665,3245000,594800,7662,83
7758,1608108,7766,3245000,594800,7764,85
7859,1608204,7871,3245000,594800,7868,86
7959,1608328,7983,3245000,594800,7976,80
8060,1608700,8070,3245000,594800,8067,88
8160,1609120,8174,3245000,594800,8170,74
8260,1609244,8269,3399000,748800,8266,65
8361,1609132,8370,3399000,748800,8368,63
8462,1609244,8472,3399000,748800,8469,64
8563,1609132,8572,3399000,748800,8569,61
8663,1609244,8674,3399000,748800,8671,61
8764,1609244,8773,3399000,748800,8770,64
8864,1609272,8878,3399000,748800,8872,62
8964,1609148,8975,3399000,748800,8972,65
9065,1609148,9076,3399000,748800,9073,61
9166,1609148,9176,3399000,748800,9173,64
9266,1609532,9278,1946000,0,9275,71
9367,1609656,9378,1946000,0,9375,85
9467,1609516,9477,1946000,0,9474,75
9567,1609268,9580,1946000,0,9577,84
9667,1609336,9676,1946000,0,9673,82
9768,1609132,9779,1946000,0,9774,80
9868,1609356,9886,1946000,0,9880,81
9969,1609356,9985,1946000,0,9981,84
10069,1609232,10078,1946000,0,10074,83
10169,1609556,10182,1946000,0,10176,64
10270,1609404,10279,3036000,385800,10277,63
10371,1609132,10379,3036000,385800,10376,65
10471,1609104,10480,3036000,385800,10477,73
10572,1609064,10583,3036000,385800,10579,73
10672,1609188,10680,3036000,385800,10678,64
10773,1608940,10781,3036000,385800,10778,64
10873,1609156,10881,3036000,385800,10879,64
10973,1609156,10982,3036000,385800,10979,64
11074,1608600,11083,3036000,385800,11080,61
11174,1608332,11183,3036000,385800,11181,63
11275,1608444,11284,2098000,0,11281,63
11375,1608428,11384,2098000,0,11381,74
11476,1608552,11484,2098000,0,11482,75
11576,1609220,11593,2098000,0,11583,73
11683,1609700,11705,2098000,0,11702,89
11783,1609508,11791,2098000,0,11788,87
11884,1609328,11893,2098000,0,11890,81
11984,1609328,11992,2098000,0,11990,82
12085,1609044,12095,2098000,0,12091,85
12185,1609112,12202,2998000,347800,12192,84
12286,1609112,12295,2998000,347800,12292,80
12386,1609188,12395,2998000,347800,12392,81
12487,1609124,12495,2998000,347800,12492,82
12587,1609096,12595,2998000,347800,12593,79
12688,1609156,12698,2998000,347800,12694,81
12802,1609692,12810,2998000,347800,12807,91
12893,1609732,12900,2998000,347800,12897,100
12993,1609452,13000,2998000,347800,12998,82
13095,1609576,13106,2998000,347800,13102,84
13195,1609264,13203,3329000,678800,13201,68
13296,1609264,13304,3329000,678800,13301,64
13396,1608984,13405,3329000,678800,13402,66
13497,1608984,13505,3329000,678800,13502,65
13597,1608876,13606,3329000,678800,13603,63
13697,1608876,13706,3329000,678800,13703,63
13798,1608860,13807,3329000,678800,13804,64
13899,1609144,13907,3329000,678800,13904,68
13999,1609392,14008,3329000,678800,14005,73
14099,1609628,14108,3329000,678800,14105,75
14200,1609772,14209,2009000,0,14206,66
14300,1609660,14309,2009000,0,14306,72
14401,1609660,14412,2009000,0,14407,82
14502,1609524,14525,2009000,0,14517,83
14602,1608896,14610,2009000,0,14607,81
14702,1608908,14710,2009000,0,14707,90
14804,1608972,14811,2009000,0,14809,81
14905,1608892,14912,2009000,0,14910,86
15005,1608892,15013,2009000,0,15010,83
15107,1608892,15116,2009000,0,15113,81
15208,1609248,15219,3068000,417800,15216,69
15308,1609468,15319,3068000,417800,15316,75
15408,1609320,15417,3068000,417800,15414,65
15509,1609168,15518,3068000,417800,15515,65
15611,1609280,15619,3068000,417800,15617,63
15709,1609436,15720,3068000,417800,15717,66
15810,1609436,15821,3068000,417800,15818,62
15910,1609512,15924,3068000,417800,15921,65
16011,1609388,16022,3068000,417800,16019,65
16111,1609512,16126,3068000,417800,16123,68
16211,1609512,16222,2131000,0,16219,65
16312,1609512,16324,2131000,0,16320,73
16412,1609636,16425,2131000,0,16421,88
16513,1609388,16524,2131000,0,16521,97
16613,1609388,16621,2131000,0,16618,86
16714,1609280,16724,2131000,0,16721,82
16814,1609168,16822,2131000,0,16820,79
16914,1609388,16924,2131000,0,16922,83
17015,1609388,17023,2131000,0,17020,80
17115,1609512,17126,2131000,0,17120,81
17215,1609636,17232,3075000,424800,17221,95
17316,1609760,17342,3075000,424800,17330,100
17416,1609772,17429,3075000,424800,17421,100
17517,1609804,17529,3075000,424800,17522,100
17617,1610164,17629,3075000,424800,17624,100
17717,1609668,17725,3075000,424800,17722,100
17818,1609976,17826,3075000,424800,17823,100
17918,1609836,17926,3075000,424800,17923,100
18019,1609836,18031,3075000,424800,18024,100
18119,1610084,18134,3075000,424800,18124,93
18219,1609960,18230,3702000,1051800,18225,75
18320,1610084,18328,3702000,1051800,18325,75
18420,1610196,18430,3702000,1051800,18426,75
18521,1610320,18530,3702000,1051800,18526,75
18622,1610256,18632,3702000,1051800,18628,75
18723,1610256,18739,3702000,1051800,18734,75
18823,1610124,18833,3702000,1051800,18830,75
18923,1609876,18932,3702000,1051800,18929,75
19024,1609876,19041,3702000,1051800,19031,75
19125,1610156,19134,3702000,1051800,19131,75
19225,1610156,19242,2293000,0,19233,75
19326,1610156,19335,2293000,0,19332,75
19426,1610280,19451,2293000,0,19441,75
19526,1610392,19537,2293000,0,19534,75
19627,1610388,19640,2293000,0,19635,75
19727,1610388,19737,2293000,0,19734,75
19828,1610456,19843,2293000,0,19835,75
19928,1610492,19939,2293000,0,19936,75
20028,1610864,20053,2293000,0,20045,75
20129,1610612,20152,2293000,0,20146,75
20229,1610116,20241,2241000,0,20238,71
20329,1609960,20342,2241000,0,20339,83
20430,1609876,20441,2241000,0,20438,85
20531,1609992,20546,2241000,0,20543,86
20631,1610192,20646,2241000,0,20643,84
20732,1610164,20760,2241000,0,20755,79
20833,1609588,20843,2241000,0,20838,85
20933,1609560,20947,2241000,0,20938,87
21033,1609560,21045,2241000,0,21039,84
21134,1610180,21149,2241000,0,21145,89
21234,1610428,21246,3097000,446800,21242,69
21334,1610428,21346,3097000,446800,21342,64
21435,1610552,21443,3097000,446800,21440,63
21535,1610672,21552,3097000,446800,21548,60
21635,1610300,21644,3097000,446800,21641,63
21686,1610152,21695,3097000,446800,21692,67
21786,1610104,21801,3097000,446800,21794,60
21887,1610084,21896,3097000,446800,21893,63
21987,1610084,21996,3097000,446800,21993,63
22089,1610208,22099,3097000,446800,22095,64
22188,1610208,22198,3097000,446800,22195,62
22289,1610704,22298,1842000,0,22295,71
22390,1610840,22402,1842000,0,22398,71
22490,1610900,22504,1842000,0,22500,64
22591,1610900,22599,1842000,0,22596,65
22691,1610868,22699,1842000,0,22697,66
22791,1610804,22800,1842000,0,22797,63
22892,1610644,22928,1842000,0,22919,63
22993,1610024,23001,1842000,0,22999,69
23093,1609900,23103,1842000,0,23100,62
23193,1609788,23202,1842000,0,23199,66
23295,1609920,23306,2016000,0,23303,72
23395,1610296,23403,2016000,0,23401,77
23496,1610916,23510,2016000,0,23502,87
23596,1611020,23608,2016000,0,23603,93
23697,1610764,23706,2016000,0,23703,84
23796,1610776,23805,2016000,0,23803,83
23897,1610696,23909,2016000,0,23906,79
23997,1610648,24007,2016000,0,24005,86
24098,1610772,24107,2016000,0,24105,77
24198,1610884,24205,2016000,0,24203,79
24298,1610884,24318,2942000,291800,24314,74
24399,1610220,24407,2942000,291800,24404,84
24499,1610096,24508,2942000,291800,24505,83
24600,1610000,24608,2942000,291800,24605,81
24700,1610388,24714,2942000,291800,24710,92
24812,1610340,24819,2942000,291800,24817,91
24912,1610544,24920,2942000,291800,24918,82
25012,1610668,25020,2942000,291800,25017,75
25115,1610496,25128,2942000,291800,25123,83
25213,1610620,25220,2942000,291800,25218,81
25314,1610868,25321,3137000,486800,25319,81
25415,1610572,25422,3137000,486800,25419,83
25515,1610572,25527,3137000,486800,25520,81
25615,1610248,25625,3137000,486800,25620,85
25716,1610248,25730,3137000,486800,25722,85
25817,1610900,25833,3137000,486800,25824,90
25917,1610996,25927,3137000,486800,25923,100
26017,1610520,26025,3137000,486800,26022,84
26119,1610632,26135,3137000,486800,26124,79
26220,1610508,26229,3137000,486800,26226,60
26321,1610496,26332,3127000,476800,26328,66
26422,1610824,26430,3127000,476800,26427,63
26523,1610728,26535,3127000,476800,26529,64
26624,1610508,26632,3127000,476800,26629,64
26724,1610508,26735,3127000,476800,26731,60
26825,1610428,26832,3127000,476800,26830,61
26925,1610448,26934,3127000,476800,26931,62
27025,1610696,27034,3127000,476800,27031,73
27126,1610428,27139,3127000,476800,27132,72
27228,1610384,27236,3127000,476800,27234,60
27328,1610384,27337,1926000,0,27335,63
27427,1609280,27436,1926000,0,27433,66
27527,1609528,27539,1926000,0,27535,64
27628,1609652,27638,1926000,0,27636,61
27728,1609884,27741,1926000,0,27737,61
27829,1609876,27840,1926000,0,27837,67
27929,1609332,27956,1926000,0,27953,64
28029,1609208,28042,1926000,0,28039,67
28130,1609676,28140,1926000,0,28136,68
28230,1610204,28241,1926000,0,28238,75
28335,1610012,28349,1957000,0,28346,81
28436,1609848,28446,1957000,0,28443,81
28536,1609352,28553,1957000,0,28547,84
28637,1609488,28645,1957000,0,28642,85
28737,1609736,28758,1957000,0,28753,83
28837,1609876,28847,1957000,0,28845,87
28938,1609876,28948,1957000,0,28945,87
29038,1609876,29049,1957000,0,29046,86
29139,1609876,29154,1957000,0,29151,79
29239,1609876,29252,3170000,519800,29250,88
29352,1610272,29369,3170000,519800,29365,90
29453,1610692,29462,3170000,519800,29459,92
29553,1610444,29565,3170000,519800,29559,85
29654,1610444,29661,3170000,519800,29659,81
29754,1610444,29762,3170000,519800,29759,82
29854,1610496,29861,3170000,519800,29859,86
29955,1610372,29966,3170000,519800,29963,82
30055,1610544,30066,3170000,519800,30061,81
30156,1610544,30176,3170000,519800,30172,74
30256,1609564,30265,2937000,286800,30262,66
30356,1609656,30365,2937000,286800,30362,61
30457,1609780,30467,2937000,286800,30464,66
30507,1609656,30517,2937000,286800,30514,75
30608,1610132,30618,2937000,286800,30613,73
30708,1610020,30719,2937000,286800,30716,67
30810,1609844,30819,2937000,286800,30816,62
30913,1609600,30922,2937000,286800,30919,73
31063,1609972,31073,2937000,286800,31070,75
31164,1610468,31173,2937000,286800,31170,76
31264,1610232,31271,2119000,0,31269,83
31365,1610308,31372,2119000,0,31369,100
31465,1610432,31472,2119000,0,31469,100
31566,1610804,31574,2119000,0,31571,100
31668,1611300,31676,2119000,0,31673,100
31768,1611884,31778,2119000,0,31774,100
31869,1611460,31883,2119000,0,31874,100
31969,1612024,31977,2119000,0,31974,100
