Time  [ms],Memory Usage [KB],Time  [ms],Battery Power [uW] (Raw),Battery Power [uW] (Delta),Time  [ms],CPU Load (Normalized) [%]
9695,1637144,9601,2230000,944556,9598,69
9796,1636972,9706,2230000,944556,9702,79
9896,1637252,9803,2290000,1004556,9800,63
9996,1637360,9903,2290000,1004556,9901,60
10097,1637344,10004,2290000,1004556,10002,69
10198,1637384,10106,2290000,1004556,10103,60
10298,1637384,10208,2290000,1004556,10205,61
10399,1637368,10307,2290000,1004556,10304,64
10501,1637244,10409,2290000,1004556,10406,62
10602,1637508,10510,2290000,1004556,10507,62
10702,1636840,10613,2290000,1004556,10610,61
10803,1637596,10710,2290000,1004556,10707,58
10903,1637472,10815,2291000,1005556,10811,76
11004,1637360,10911,2291000,1005556,10909,84
11104,1637464,11012,2291000,1005556,11009,63
11205,1637588,11114,2291000,1005556,11111,61
11305,1637448,11215,2291000,1005556,11213,59
11406,1636548,11315,2291000,1005556,11312,29
11506,1636548,11420,2291000,1005556,11417,53
11607,1636920,11518,2291000,1005556,11515,55
11707,1636920,11618,2291000,1005556,11615,40
11807,1636700,11720,2291000,1005556,11716,60
11908,1636592,11818,2069000,783556,11815,60
12008,1636888,11921,2069000,783556,11918,64
12108,1636640,12021,2069000,783556,12018,83
12209,1636744,12119,2069000,783556,12116,69
12309,1636744,12221,2069000,783556,12218,63
12410,1636664,12322,2069000,783556,12320,64
12510,1636788,12424,2069000,783556,12420,62
12611,1636640,12521,2069000,783556,12517,65
12711,1636748,12619,2069000,783556,12616,57
12811,1636636,12722,2069000,783556,12717,58
12912,1636856,12822,2269000,983556,12817,56
13012,1636856,12921,2269000,983556,12917,62
13113,1637600,13026,2269000,983556,13019,67
13213,1637260,13123,2269000,983556,13119,74
13314,1637024,13227,2269000,983556,13224,84
13414,1637024,13321,2269000,983556,13318,68
13514,1637024,13427,2269000,983556,13421,62
13615,1636288,13523,2269000,983556,13520,57
13715,1636520,13652,2269000,983556,13640,53
13816,1636520,13725,2269000,983556,13722,61
13916,1636628,13824,2240000,954556,13821,57
14016,1636420,13923,2240000,954556,13920,58
14117,1636420,14030,2240000,954556,14021,53
14217,1636348,14125,2240000,954556,14122,53
14317,1636800,14245,2240000,954556,14240,57
14418,1637064,14332,2240000,954556,14324,65
14519,1637428,14426,2240000,954556,14423,87
14619,1637664,14527,2240000,954556,14524,71
14719,1637000,14627,2240000,954556,14625,68
14820,1637000,14729,2240000,954556,14726,72
14921,1637000,14832,2206000,920556,14825,63
15022,1641480,14929,2206000,920556,14926,63
15124,1633368,15031,2206000,920556,15028,70
15224,1633368,15131,2206000,920556,15128,70
15325,1633348,15231,2206000,920556,15229,73
15426,1633220,15334,2206000,920556,15331,62
15529,1633344,15434,2206000,920556,15431,61
15629,1632720,15538,2206000,920556,15535,71
15730,1632644,15637,2206000,920556,15634,72
15830,1632644,15737,2206000,920556,15735,67
15931,1632488,15838,2383000,1097556,15835,60
16032,1632348,15941,2383000,1097556,15937,33
16133,1632472,16043,2383000,1097556,16040,52
16233,1632100,16142,2383000,1097556,16139,66
16333,1632100,16243,2383000,1097556,16240,52
16434,1632212,16344,2383000,1097556,16341,59
16535,1632544,16443,2383000,1097556,16440,59
16635,1632724,16543,2383000,1097556,16541,62
16736,1633284,16645,2383000,1097556,16642,61
16836,1633048,16746,2383000,1097556,16742,76
16937,1633048,16844,2084000,798556,16842,76
17038,1633012,16944,2084000,798556,16942,64
17138,1633136,17047,2084000,798556,17044,65
17239,1633136,17148,2084000,798556,17145,56
17339,1633148,17250,2084000,798556,17247,60
17440,1633272,17352,2084000,798556,17349,64
17540,1632900,17453,2084000,798556,17449,59
17640,1633064,17551,2084000,798556,17548,67
17741,1633064,17650,2084000,798556,17648,61
17842,1633056,17749,2084000,798556,17747,60
17942,1633160,17855,2253000,967556,17851,65
18042,1632888,17954,2253000,967556,17951,78
18142,1632784,18052,2253000,967556,18049,73
18243,1632924,18154,2253000,967556,18150,61
18343,1633096,18254,2253000,967556,18251,63
18444,1632972,18356,2253000,967556,18353,63
18544,1632940,18454,2253000,967556,18449,62
18644,1632940,18557,2253000,967556,18554,60
18745,1632940,18653,2253000,967556,18650,57
18845,1632940,18758,2253000,967556,18755,63
18946,1632072,18856,2356000,1070556,18851,62
19046,1632692,18958,2356000,1070556,18955,62
19147,1632816,19060,2356000,1070556,19056,59
19247,1633168,19161,2356000,1070556,19156,82
19347,1633392,19254,2356000,1070556,19252,74
19448,1633620,19356,2356000,1070556,19353,84
19548,1633736,19455,2356000,1070556,19453,83
19648,1633700,19556,2356000,1070556,19553,82
19749,1633700,19656,2356000,1070556,19653,66
19849,1633948,19756,2356000,1070556,19753,67
19949,1633684,19856,2413000,1127556,19854,60
20050,1633808,19958,2413000,1127556,19955,66
20151,1633808,20061,2413000,1127556,20057,64
20251,1633912,20164,2413000,1127556,20158,61
20352,1633896,20260,2413000,1127556,20258,78
20452,1633936,20360,2413000,1127556,20357,80
20554,1633792,20461,2413000,1127556,20458,61
20654,1633824,20563,2413000,1127556,20560,58
20756,1633852,20663,2413000,1127556,20661,63
20855,1633852,20769,2413000,1127556,20764,60
20954,1633852,20865,2426000,1140556,20862,63
21055,1632984,20965,2426000,1140556,20963,62
21155,1633108,21066,2426000,1140556,21063,63
21256,1633356,21167,2426000,1140556,21163,58
21372,1632716,21266,2426000,1140556,21263,59
21422,1633004,21386,2426000,1140556,21382,58
21523,1633016,21432,2426000,1140556,21429,70
21623,1632964,21534,2426000,1140556,21531,86
21724,1633148,21633,2426000,1140556,21630,63
21824,1632172,21733,2426000,1140556,21731,59
21927,1632296,21835,2168000,882556,21832,53
22025,1632472,21941,2168000,882556,21937,58
22126,1632472,22034,2168000,882556,22031,56
22226,1632504,22137,2168000,882556,22134,56
22328,1632752,22235,2168000,882556,22232,58
22427,1633000,22340,2168000,882556,22337,63
22527,1632900,22435,2168000,882556,22431,61
22640,1633460,22538,2168000,882556,22533,57
22741,1633736,22648,2168000,882556,22644,71
22841,1633908,22749,2168000,882556,22746,69
22942,1633944,22848,2081000,795556,22845,63
23042,1633944,22950,2081000,795556,22947,60
23143,1633200,23050,2081000,795556,23047,65
23243,1633316,23151,2081000,795556,23148,69
23346,1633160,23252,2081000,795556,23250,57
23446,1633284,23355,2081000,795556,23353,62
23546,1633200,23453,2081000,795556,23451,63
23647,1633000,23556,2081000,795556,23553,67
23749,1633372,23657,2081000,795556,23655,61
23849,1633372,23760,2081000,795556,23757,66
23949,1633248,23859,2381000,1095556,23856,77
24050,1633248,23957,2381000,1095556,23954,63
24151,1633248,24059,2381000,1095556,24056,57
24252,1633248,24161,2381000,1095556,24158,61
24352,1633000,24260,2381000,1095556,24257,60
24453,1632572,24362,2381000,1095556,24359,55
24553,1632332,24478,2381000,1095556,24470,32
24653,1632284,24560,2381000,1095556,24557,56
24755,1632440,24661,2381000,1095556,24658,56
24855,1632360,24763,2381000,1095556,24760,60
24956,1632884,24863,1922000,636556,24860,58
25056,1633132,24964,1922000,636556,24961,70
25157,1633316,25068,1922000,636556,25065,70
25257,1633068,25166,1922000,636556,25162,42
25358,1633316,25268,1922000,636556,25265,61
25458,1633544,25370,1922000,636556,25368,62
25559,1633668,25469,1922000,636556,25467,62
25659,1633728,25571,1922000,636556,25568,65
25759,1633852,25669,1922000,636556,25666,62
25860,1633976,25769,1922000,636556,25765,62
25961,1633988,25870,2269000,983556,25867,57
26060,1634208,25986,2269000,983556,25983,64
26161,1634604,26071,2269000,983556,26067,68
26261,1634328,26172,2269000,983556,26167,71
26361,1634356,26269,2269000,983556,26266,72
26462,1632976,26373,2269000,983556,26369,73
26562,1633200,26472,2269000,983556,26468,63
26663,1633384,26574,2269000,983556,26571,59
26763,1632520,26680,2269000,983556,26669,59
26863,1632520,26777,2269000,983556,26773,55
26964,1632520,26870,2365000,1079556,26868,55
27064,1632520,26976,2365000,1079556,26971,58
27165,1632652,27073,2365000,1079556,27070,58
27265,1633640,27178,2365000,1079556,27174,60
27366,1633888,27275,2365000,1079556,27272,68
27466,1633268,27381,2365000,1079556,27374,77
27566,1633180,27473,2365000,1079556,27471,67
27667,1633100,27576,2365000,1079556,27572,65
27768,1633100,27675,2365000,1079556,27673,66
27869,1632464,27779,2365000,1079556,27774,64
27969,1632464,27877,2217000,931556,27874,63
28070,1632576,27979,2217000,931556,27976,63
28170,1632588,28078,2217000,931556,28075,64
28271,1632588,28179,2217000,931556,28176,62
28321,1632712,28280,2217000,931556,28277,62
28422,1633084,28330,2217000,931556,28327,68
28573,1633756,28438,2217000,931556,28428,60
28674,1633636,28583,2217000,931556,28579,83
28725,1633760,28681,2217000,931556,28679,64
28825,1633140,28733,2217000,931556,28730,66
28927,1633384,28833,2428000,1142556,28830,72
29027,1633508,28936,2428000,1142556,28933,74
29128,1633520,29034,2428000,1142556,29032,74
29228,1633644,29135,2428000,1142556,29133,62
29329,1633644,29236,2428000,1142556,29233,67
29429,1633756,29339,2428000,1142556,29336,53
29530,1633652,29439,2428000,1142556,29436,61
29630,1633880,29540,2428000,1142556,29537,62
29732,1634376,29638,2428000,1142556,29635,64
29831,1634252,29740,2428000,1142556,29737,71
29931,1634376,29839,2236000,950556,29837,62
30032,1633820,29941,2236000,950556,29938,51
30132,1634068,30046,2236000,950556,30043,56
30233,1633820,30155,2236000,950556,30152,56
30333,1633904,30244,2236000,950556,30240,63
30434,1633904,30345,2236000,950556,30342,65
30534,1633904,30446,2236000,950556,30443,67
30634,1634056,30548,2236000,950556,30545,61
30735,1633856,30646,2236000,950556,30643,63
30835,1634428,30749,2236000,950556,30746,62
30935,1634800,30852,2327000,1041556,30844,73
31036,1635048,30947,2327000,1041556,30943,83
31136,1635248,31044,2327000,1041556,31040,82
31237,1635572,31149,2327000,1041556,31144,83
31337,1636068,31250,2327000,1041556,31243,89
31437,1636116,31351,2327000,1041556,31343,81
31538,1636364,31455,2327000,1041556,31450,84
31638,1636148,31575,2327000,1041556,31556,84
31739,1636148,31648,2327000,1041556,31644,88
31839,1636148,31747,2327000,1041556,31744,76
31989,1637512,31846,2913000,1627556,31844,80
,,31998,2913000,1627556,31995,84
