Time  [ms],Memory Usage [KB],Time  [ms],Battery Power [uW] (Raw),Battery Power [uW] (Delta),Time  [ms],CPU Load (Normalized) [%]
15691,1606364,15701,3396000,1073556,15698,100
15792,1606364,15801,3396000,1073556,15798,80
15892,1606232,15900,3396000,1073556,15897,86
15993,1606232,16002,3396000,1073556,16000,82
16093,1606344,16105,3396000,1073556,16101,79
16194,1606452,16204,3396000,1073556,16201,75
16295,1605660,16307,3396000,1073556,16304,65
16396,1605536,16405,3396000,1073556,16402,69
16496,1605536,16505,2847000,524556,16502,63
16597,1605660,16606,2847000,524556,16603,63
16698,1605788,16717,2847000,524556,16709,61
16801,1606188,16811,2847000,524556,16807,75
16901,1606064,16911,2847000,524556,16908,72
16999,1605692,17010,2847000,524556,17007,66
17100,1605692,17111,2847000,524556,17108,62
17201,1605800,17211,2847000,524556,17208,63
17301,1606048,17316,2847000,524556,17312,64
17401,1605564,17410,2847000,524556,17408,65
17502,1605688,17512,2082000,0,17509,63
17602,1605812,17615,2082000,0,17612,63
17702,1606060,17715,2082000,0,17712,62
17803,1606200,17815,2082000,0,17812,64
17903,1606448,17918,2082000,0,17915,67
18003,1606500,18017,2082000,0,18014,71
18109,1606392,18123,2082000,0,18118,69
18209,1606668,18223,2082000,0,18220,67
18310,1606792,18327,2082000,0,18319,76
18411,1606668,18423,2082000,0,18420,80
18511,1606668,18523,2213000,0,18520,79
18612,1606668,18621,2213000,0,18618,78
18712,1606668,18721,2213000,0,18718,87
18813,1606732,18823,2213000,0,18820,79
18913,1606732,18923,2213000,0,18920,80
19013,1606620,19024,2213000,0,19021,85
19127,1606856,19139,2213000,0,19132,86
19227,1607036,19236,2213000,0,19233,100
19329,1606912,19336,2213000,0,19333,94
19429,1606568,19436,2213000,0,19434,86
19529,1606684,19537,3196000,873556,19534,86
19630,1606684,19645,3196000,873556,19638,85
19730,1606684,19762,3196000,873556,19749,79
19834,1606360,19845,3196000,873556,19839,89
19935,1606312,19943,3196000,873556,19940,82
20035,1606312,20047,3196000,873556,20040,86
20136,1606312,20152,3196000,873556,20141,86
20236,1606420,20248,3196000,873556,20242,88
20337,1606372,20348,3196000,873556,20344,85
20437,1606740,20457,3196000,873556,20451,91
20537,1606724,20545,3374000,1051556,20542,87
20638,1606708,20646,3374000,1051556,20642,87
20738,1606584,20745,3374000,1051556,20742,86
20838,1606604,20853,3374000,1051556,20848,81
20939,1606728,20947,3374000,1051556,20945,81
21039,1606732,21047,3374000,1051556,21044,77
21139,1606684,21148,3374000,1051556,21145,78
21240,1606296,21249,3374000,1051556,21245,85
21340,1606048,21348,3374000,1051556,21345,78
21441,1606048,21449,3374000,1051556,21446,82
21563,1606524,21571,3201000,878556,21569,90
21614,1606524,21622,3201000,878556,21619,100
21714,1606400,21722,3201000,878556,21719,83
21814,1606212,21822,3201000,878556,21819,85
21915,1605960,21929,3201000,878556,21923,82
22015,1605836,22022,3201000,878556,22020,87
22116,1605868,22123,3201000,878556,22120,86
22216,1605924,22223,3201000,878556,22221,81
22316,1605924,22324,3201000,878556,22322,86
22417,1606048,22424,3201000,878556,22422,82
22517,1605800,22537,3379000,1056556,22533,88
22618,1605800,22625,3379000,1056556,22622,87
22718,1606152,22729,3379000,1056556,22724,100
22819,1606344,22828,3379000,1056556,22825,100
22919,1606220,22927,3379000,1056556,22924,100
23020,1606108,23027,3379000,1056556,23024,85
23121,1606108,23128,3379000,1056556,23126,80
23222,1606288,23231,3379000,1056556,23228,67
23323,1606180,23332,3379000,1056556,23329,65
23424,1605820,23432,3379000,1056556,23429,60
23524,1606056,23533,3011000,688556,23530,61
23625,1606412,23634,3011000,688556,23631,63
23725,1606536,23740,3011000,688556,23732,63
23828,1606724,23837,3011000,688556,23834,63
23928,1607344,23938,3011000,688556,23935,75
24028,1606488,24038,3011000,688556,24035,75
24137,1606504,24147,3011000,688556,24144,69
24238,1606492,24252,3011000,688556,24245,68
24338,1606492,24349,3011000,688556,24344,78
24439,1606320,24451,3011000,688556,24445,77
24539,1606320,24546,2167000,0,24544,82
24639,1606240,24647,2167000,0,24644,85
24740,1606304,24748,2167000,0,24745,82
24841,1606240,24848,2167000,0,24845,85
24941,1606116,24948,2167000,0,24945,82
25042,1606352,25052,2167000,0,25046,84
25142,1606656,25150,2167000,0,25147,91
25242,1606600,25250,2167000,0,25247,100
25343,1606600,25352,2167000,0,25348,86
25443,1605980,25450,2167000,0,25448,87
25543,1605980,25551,3403000,1080556,25548,87
25644,1606104,25651,3403000,1080556,25648,85
25744,1606196,25751,3403000,1080556,25749,82
25845,1606196,25852,3403000,1080556,25849,84
25945,1606444,25952,3403000,1080556,25950,87
26046,1606568,26056,3403000,1080556,26053,81
26146,1606580,26158,3403000,1080556,26155,80
26247,1606536,26256,3403000,1080556,26254,60
26347,1606660,26356,3403000,1080556,26353,73
26448,1606820,26457,3403000,1080556,26454,71
26548,1606840,26558,2868000,545556,26555,63
26649,1606964,26659,2868000,545556,26656,62
26750,1606964,26769,2868000,545556,26757,62
26850,1606320,26859,2868000,545556,26856,63
26951,1606208,26960,2868000,545556,26957,64
27054,1606320,27063,2868000,545556,27060,64
27154,1606008,27163,2868000,545556,27160,67
27255,1606116,27274,2868000,545556,27270,69
27356,1606132,27364,2868000,545556,27361,65
27456,1606368,27465,2868000,545556,27462,66
27557,1606228,27568,1985000,0,27564,73
27658,1606440,27670,1985000,0,27664,73
27759,1606392,27778,1985000,0,27765,61
27859,1606516,27867,1985000,0,27865,66
27959,1606412,27969,1985000,0,27966,61
28060,1606428,28070,1985000,0,28067,63
28160,1606488,28190,1985000,0,28180,66
28260,1606552,28269,1985000,0,28266,87
28361,1606600,28377,1985000,0,28367,87
28461,1606848,28470,1985000,0,28468,80
28562,1606848,28572,2384000,61556,28569,82
28663,1606972,28671,2384000,61556,28668,77
28763,1607124,28771,2384000,61556,28768,92
28863,1607080,28871,2384000,61556,28869,95
28964,1607080,28972,2384000,61556,28969,80
29064,1607376,29072,2384000,61556,29069,82
29164,1607328,29175,2384000,61556,29171,79
29265,1607516,29273,2384000,61556,29270,82
29365,1607392,29374,2384000,61556,29371,85
29466,1607516,29474,2384000,61556,29471,77
29566,1607404,29588,3090000,767556,29581,80
29666,1606784,29674,3090000,767556,29671,83
29767,1607048,29774,3090000,767556,29772,75
29867,1606924,29879,3090000,767556,29874,88
29967,1607548,29976,3090000,767556,29973,100
30068,1607524,30075,3090000,767556,30073,100
30168,1607500,30175,3090000,767556,30173,100
30268,1607376,30276,3090000,767556,30273,95
30369,1607624,30376,3090000,767556,30373,84
30469,1607452,30476,3090000,767556,30474,76
30570,1607640,30577,3383000,1060556,30574,85
30670,1607220,30678,3383000,1060556,30675,83
30771,1606848,30780,3383000,1060556,30777,83
30872,1607484,30879,3383000,1060556,30876,97
30972,1607732,30980,3383000,1060556,30977,100
31081,1608624,31090,3383000,1060556,31086,100
31184,1608772,31197,3383000,1060556,31195,100
31285,1608352,31293,3383000,1060556,31290,100
31386,1608540,31394,3383000,1060556,31391,100
31485,1608540,31493,3383000,1060556,31491,100
31586,1608428,31594,3541000,1218556,31591,100
31686,1608800,31694,3541000,1218556,31692,100
