Time  [ms],Memory Usage [KB],Time  [ms],Battery Power [uW] (Raw),Battery Power [uW] (Delta),Time  [ms],CPU Load (Normalized) [%]
23635,1620404,23541,2843000,234334,23641,84
23735,1620220,23644,2843000,234334,23740,84
23836,1620220,23742,2843000,234334,23841,83
23936,1620192,23847,2843000,234334,23941,90
24036,1620128,23944,2843000,234334,24041,94
24137,1620252,24046,2843000,234334,24141,85
24237,1620252,24144,2843000,234334,24245,80
24338,1620096,24249,2843000,234334,24343,70
24438,1620220,24345,3093000,484334,24445,60
24540,1619972,24447,3093000,484334,24545,63
24641,1619880,24548,3093000,484334,24647,63
24742,1620004,24651,3093000,484334,24748,64
24843,1619880,24750,3093000,484334,24848,65
24943,1620004,24851,3093000,484334,24949,64
25044,1619972,24952,3093000,484334,25078,63
25145,1620096,25089,3093000,484334,25151,73
25246,1619988,25164,3093000,484334,25251,70
25347,1620032,25254,3093000,484334,25354,62
25448,1619660,25356,1988000,0,25453,65
25550,1619768,25456,1988000,0,25555,70
25650,1619892,25558,1988000,0,25656,65
25751,1619676,25659,1988000,0,25757,82
25854,1619800,25760,1988000,0,25860,85
25952,1619740,25863,1988000,0,25958,79
26053,1619880,25960,1988000,0,26057,82
26153,1619880,26060,1988000,0,26158,83
26253,1620376,26161,1988000,0,26259,97
26354,1620872,26261,1988000,0,26364,100
26454,1620748,26367,2707000,98334,26470,100
26554,1620004,26487,2707000,98334,26560,92
26655,1619892,26562,2707000,98334,26660,78
26755,1619892,26663,2707000,98334,26764,81
26856,1619892,26767,2707000,98334,26862,84
26956,1619892,26864,2707000,98334,26965,77
27056,1619988,26968,2707000,98334,27064,79
27157,1619988,27067,2707000,98334,27172,80
27257,1619800,27175,2707000,98334,27270,80
27357,1619832,27273,3056000,447334,27367,65
27458,1618716,27371,3056000,447334,27467,73
27558,1618952,27471,3056000,447334,27567,75
27659,1618856,27571,3056000,447334,27670,63
27759,1619092,27673,3056000,447334,27765,64
27859,1619340,27772,3056000,447334,27877,61
27959,1619680,27879,3056000,447334,27965,65
28060,1619584,27970,3056000,447334,28067,64
28160,1619584,28071,3056000,447334,28167,65
28261,1619584,28170,3056000,447334,28266,60
28361,1619584,28269,2036000,0,28367,62
28461,1619584,28370,2036000,0,28467,68
28566,1619520,28469,2036000,0,28572,62
28675,1619920,28577,2036000,0,28683,71
28776,1620096,28688,2036000,0,28783,69
28876,1620096,28786,2036000,0,28882,62
28977,1620112,28885,2036000,0,28984,63
29078,1620080,28986,2036000,0,29083,64
29178,1619924,29089,2036000,0,29184,63
29278,1619676,29187,2036000,0,29297,63
29378,1619304,29301,1861000,0,29386,63
29479,1619304,29389,1861000,0,29485,66
29579,1619368,29487,1861000,0,29588,72
29679,1619244,29590,1861000,0,29686,71
29780,1619244,29689,1861000,0,29787,76
29880,1619276,29790,1861000,0,29887,90
29980,1619176,29890,1861000,0,29987,93
30083,1619072,29989,1861000,0,30093,82
30183,1619196,30096,1861000,0,30191,84
30283,1619320,30194,1861000,0,30289,87
30384,1619444,30292,2638000,29334,30391,80
30484,1619444,30393,2638000,29334,30496,85
30585,1619632,30499,2638000,29334,30590,85
30685,1619632,30595,2638000,29334,30716,87
30785,1619260,30719,2638000,29334,30791,93
30886,1619384,30795,2638000,29334,30891,100
30986,1619880,30895,2638000,29334,30993,100
31087,1620500,30997,2638000,29334,31100,100
31187,1620872,31104,2638000,29334,31193,100
31288,1620872,31197,2638000,29334,31292,100
31388,1621120,31295,3325000,716334,31393,100
31488,1621120,31395,3325000,716334,31493,100
31589,1621120,31496,3325000,716334,31594,100
31689,1621740,31597,3325000,716334,31694,100
,,31696,3325000,716334,,
