Time  [ms],Memory Usage [KB],Time  [ms],Battery Power [uW] (Raw),Battery Power [uW] (Delta),Time  [ms],CPU Load (Normalized) [%]
7007,1593448,7015,2296000,1074000,7012,26
7108,1592832,7116,694000,0,7113,28
7207,1592832,7214,694000,0,7211,29
7310,1592956,7322,694000,0,7315,36
7410,1592956,7418,694000,0,7415,29
7510,1592956,7518,694000,0,7515,28
7610,1592956,7618,694000,0,7615,28
7710,1592956,7724,694000,0,7721,29
7811,1592948,7823,694000,0,7819,34
7911,1592948,7922,694000,0,7915,43
8011,1593044,8019,694000,0,8016,34
8112,1593044,8128,597000,0,8125,26
8212,1593044,8220,597000,0,8217,28
8312,1593044,8321,597000,0,8318,28
8413,1593044,8420,597000,0,8418,28
8513,1593044,8521,597000,0,8518,25
8614,1592672,8621,597000,0,8619,31
8714,1592672,8722,597000,0,8719,26
8814,1592796,8830,597000,0,8824,30
8915,1592672,8921,597000,0,8919,32
9015,1592844,9028,597000,0,9023,40
9115,1593340,9124,475000,0,9120,40
9216,1593340,9224,475000,0,9221,26
9316,1593340,9324,475000,0,9322,26
9419,1592696,9437,475000,0,9432,15
9518,1592696,9526,475000,0,9523,29
9618,1592696,9638,475000,0,9632,32
9719,1592076,9726,475000,0,9723,29
9819,1592076,9835,475000,0,9825,27
9920,1592160,9929,475000,0,9926,32
10020,1592648,10032,475000,0,10026,38
10120,1592152,10127,521000,0,10124,30
10223,1592524,10245,521000,0,10237,47
10323,1592224,10331,521000,0,10329,40
10423,1590984,10433,521000,0,10430,33
10524,1590984,10534,521000,0,10531,31
10625,1587816,10635,521000,0,10632,28
10726,1587992,10755,521000,0,10749,32
10826,1588736,10834,521000,0,10832,34
10926,1588860,10934,521000,0,10932,31
11027,1589040,11036,521000,0,11034,35
11130,1588964,11143,746000,0,11136,34
11231,1589088,11245,746000,0,11240,39
11331,1589212,11339,746000,0,11336,65
11431,1589708,11444,746000,0,11441,75
11532,1589708,11541,746000,0,11538,60
11632,1589956,11641,746000,0,11638,55
11732,1589956,11743,746000,0,11740,53
11833,1589956,11842,746000,0,11839,53
11933,1589956,11944,746000,0,11940,53
12034,1590016,12051,1351000,129000,12045,54
12134,1590016,12145,1351000,129000,12141,56
12235,1590016,12244,1351000,129000,12241,55
12335,1590140,12345,1351000,129000,12342,54
12435,1590140,12445,1351000,129000,12441,53
12536,1590264,12550,1351000,129000,12546,62
12636,1590264,12643,1351000,129000,12641,50
12736,1590264,12744,1351000,129000,12742,50
12837,1590388,12848,1351000,129000,12845,56
12937,1589892,12946,1351000,129000,12943,45
13038,1590516,13046,1351000,129000,13043,54
13138,1588656,13146,1416000,194000,13143,70
13238,1588656,13246,1416000,194000,13243,53
13339,1588780,13346,1416000,194000,13344,50
13439,1587996,13448,1416000,194000,13445,29
13540,1587996,13557,1416000,194000,13551,28
13640,1588368,13653,1416000,194000,13646,35
13740,1588492,13749,1416000,194000,13745,45
13841,1588492,13847,1416000,194000,13845,28
13941,1588492,13947,1416000,194000,13945,31
14042,1588444,14049,1416000,194000,14046,29
14142,1588444,14150,895000,0,14146,28
14242,1588444,14250,895000,0,14247,30
14343,1588568,14370,895000,0,14361,30
14443,1588568,14449,895000,0,14447,29
14543,1588568,14550,895000,0,14547,27
14644,1588568,14651,895000,0,14648,28
14744,1588568,14752,895000,0,14749,31
14844,1588568,14851,895000,0,14848,41
14960,1588764,14968,895000,0,14965,40
15061,1588764,15069,483000,0,15067,28
15161,1588764,15169,483000,0,15167,28
15261,1588664,15268,483000,0,15266,26
15362,1588664,15368,483000,0,15365,26
15462,1588664,15470,483000,0,15467,27
15563,1588756,15571,483000,0,15568,25
15663,1588756,15671,483000,0,15668,25
15764,1588756,15772,483000,0,15768,28
15864,1588756,15871,483000,0,15868,27
15964,1589036,15987,483000,0,15974,32
16065,1589276,16075,517000,0,16072,47
16165,1589276,16173,517000,0,16170,29
16265,1589276,16275,517000,0,16272,25
16367,1588900,16380,517000,0,16376,12
16466,1588828,16474,517000,0,16471,13
16567,1588384,16576,517000,0,16572,28
16667,1588384,16679,517000,0,16674,26
16767,1588384,16774,517000,0,16771,30
16867,1588384,16875,517000,0,16872,25
16968,1588368,16975,517000,0,16972,30
17068,1588368,17077,360000,0,17074,27
17168,1588384,17186,360000,0,17178,39
17269,1589200,17277,360000,0,17275,47
17369,1589448,17379,360000,0,17376,33
17470,1589448,17480,360000,0,17477,30
17570,1588484,17578,360000,0,17576,14
17670,1588484,17677,360000,0,17675,31
17771,1588484,17778,360000,0,17776,27
17871,1588484,17880,360000,0,17877,29
17972,1588444,17982,360000,0,17978,30
18072,1588404,18081,610000,0,18078,28
18172,1588528,18187,610000,0,18181,28
18273,1588528,18281,610000,0,18278,28
18400,1589148,18418,610000,0,18404,42
18450,1589148,18457,610000,0,18454,50
18552,1589148,18559,610000,0,18557,42
18653,1589148,18661,610000,0,18658,30
18753,1589520,18763,610000,0,18759,26
18854,1589148,18862,610000,0,18859,31
18954,1589396,18962,610000,0,18959,31
19055,1589084,19062,610000,0,19059,28
19155,1589084,19162,611000,0,19159,25
19255,1589084,19263,611000,0,19260,30
19356,1589084,19363,611000,0,19360,28
19456,1589084,19463,611000,0,19460,31
19556,1589084,19564,611000,0,19561,32
19657,1589208,19664,611000,0,19660,44
19757,1589208,19763,611000,0,19760,27
19857,1589208,19864,611000,0,19862,29
19958,1589208,19965,611000,0,19962,29
20058,1589080,20066,611000,0,20063,26
20158,1589080,20165,407000,0,20163,28
20259,1589080,20274,407000,0,20269,26
20359,1589080,20365,407000,0,20363,24
20459,1589080,20467,407000,0,20464,31
20560,1589080,20568,407000,0,20565,26
20661,1589080,20669,407000,0,20666,29
20761,1589328,20768,407000,0,20765,41
20862,1589080,20869,407000,0,20867,31
20962,1589080,20969,407000,0,20967,34
21063,1589112,21073,458000,0,21069,29
21165,1589012,21184,458000,0,21179,10
21263,1589012,21272,458000,0,21268,26
21364,1589012,21371,458000,0,21368,27
21464,1589012,21473,458000,0,21469,29
21565,1589012,21573,458000,0,21569,27
21665,1589012,21685,458000,0,21675,29
21765,1588764,21773,458000,0,21770,33
21866,1588888,21887,458000,0,21879,30
21966,1589408,21974,458000,0,21971,43
22066,1589852,22074,424000,0,22071,41
22167,1589852,22174,424000,0,22172,32
22267,1589120,22277,424000,0,22274,29
22367,1589120,22377,424000,0,22373,28
22468,1588748,22480,424000,0,22473,28
22568,1588748,22577,424000,0,22574,28
22668,1588748,22677,424000,0,22674,28
22769,1588748,22777,424000,0,22774,26
22869,1588748,22878,424000,0,22874,28
22970,1588740,22978,424000,0,22975,28
23071,1588816,23094,390000,0,23083,35
23171,1589188,23179,390000,0,23176,40
23271,1589064,23280,390000,0,23277,31
23372,1589064,23380,390000,0,23377,32
23474,1589080,23488,390000,0,23484,15
23573,1589080,23579,390000,0,23577,22
23673,1589012,23680,390000,0,23677,27
23774,1589012,23785,390000,0,23781,25
23874,1589012,23882,390000,0,23879,28
23974,1588980,23982,390000,0,23979,30
24075,1588912,24082,436000,0,24079,26
24176,1588912,24183,436000,0,24180,26
24276,1589036,24290,436000,0,24279,42
24376,1588664,24382,436000,0,24380,41
24476,1588664,24486,436000,0,24480,32
24577,1588664,24583,436000,0,24581,27
24678,1588664,24685,436000,0,24682,25
24778,1588664,24785,436000,0,24783,26
24879,1588664,24886,436000,0,24884,28
24979,1588664,24987,436000,0,24984,30
25079,1588664,25087,407000,0,25084,26
25180,1588664,25187,407000,0,25184,30
25280,1588664,25293,407000,0,25285,26
25380,1588788,25388,407000,0,25385,33
25481,1589356,25489,407000,0,25486,38
25581,1589356,25590,407000,0,25587,40
25682,1589356,25691,407000,0,25688,30
25783,1588704,25793,407000,0,25790,5
25883,1588704,25890,407000,0,25887,22
25983,1588804,25989,407000,0,25987,24
26084,1588748,26093,475000,0,26089,25
26185,1588748,26191,475000,0,26188,28
26285,1588748,26293,475000,0,26290,27
26385,1588748,26393,475000,0,26390,28
26486,1588748,26493,475000,0,26490,29
26586,1589368,26593,475000,0,26590,34
26686,1589368,26692,475000,0,26690,49
26787,1589368,26794,475000,0,26791,34
26887,1589368,26902,475000,0,26892,25
26987,1589648,26996,475000,0,26993,55
27088,1589648,27098,624000,0,27095,51
27188,1589648,27197,624000,0,27194,55
27289,1589648,27298,624000,0,27295,53
27389,1589648,27399,624000,0,27396,54
27490,1589648,27506,624000,0,27502,53
27591,1589648,27599,624000,0,27596,53
27691,1589648,27700,624000,0,27697,55
27792,1589896,27800,624000,0,27797,63
27892,1589896,27902,624000,0,27900,67
27994,1590300,28003,624000,0,28000,60
28094,1590300,28104,1400000,178000,28101,53
28195,1589680,28204,1400000,178000,28201,53
28295,1589576,28309,1400000,178000,28301,51
28396,1589576,28405,1400000,178000,28402,56
28496,1589576,28505,1400000,178000,28502,53
28597,1589576,28607,1400000,178000,28603,52
28698,1589576,28707,1400000,178000,28704,53
28798,1589728,28808,1400000,178000,28804,53
28899,1589728,28909,1400000,178000,28906,56
28999,1590404,29010,1400000,178000,29006,70
29099,1589908,29107,1433000,211000,29104,64
29199,1589908,29209,1433000,211000,29206,29
29300,1589996,29309,1433000,211000,29306,30
29400,1589088,29409,1433000,211000,29406,31
29501,1589088,29509,1433000,211000,29506,31
29601,1589088,29609,1433000,211000,29606,29
29702,1589088,29710,1433000,211000,29707,28
29802,1589212,29816,1433000,211000,29810,26
29902,1589212,29911,1433000,211000,29907,31
30002,1589116,30012,1433000,211000,30008,30
30112,1588992,30141,622000,0,30116,34
30213,1589364,30220,622000,0,30216,50
30313,1590232,30321,622000,0,30319,38
30414,1590356,30423,622000,0,30420,31
30514,1590356,30525,622000,0,30521,28
30615,1589400,30630,622000,0,30621,28
30729,1589328,30745,622000,0,30739,31
30778,1589576,30790,622000,0,30784,41
30879,1590352,30888,622000,0,30884,51
30979,1590600,30997,622000,0,30994,53
31079,1591020,31086,622000,0,31084,52
31179,1591268,31187,848000,0,31184,52
31280,1591392,31289,848000,0,31286,53
31381,1591764,31394,848000,0,31387,65
31481,1592136,31490,848000,0,31486,66
31581,1592136,31589,848000,0,31586,59
31682,1592632,31692,848000,0,31689,51
31782,1592764,31792,848000,0,31789,52
