Time  [ms],Memory Usage [KB],Time  [ms],Battery Power [uW] (Raw),Battery Power [uW] (Delta),Time  [ms],CPU Load (Normalized) [%]
23910,1605368,23931,2513000,0,23917,76
24010,1605368,24021,2513000,0,24016,85
24112,1605368,24132,3246000,458000,24119,81
24212,1605260,24221,3246000,458000,24217,83
24312,1605396,24321,3246000,458000,24318,86
24413,1606080,24422,3246000,458000,24418,90
24513,1605980,24525,3246000,458000,24519,86
24613,1606216,24627,3246000,458000,24619,65
24714,1605596,24725,3246000,458000,24720,66
24814,1605724,24825,3246000,458000,24820,63
24915,1605956,24929,3246000,458000,24921,63
25015,1606032,25023,3246000,458000,25021,67
25115,1605800,25123,2671000,0,25121,65
25216,1605236,25224,2671000,0,25221,64
25318,1605472,25327,2671000,0,25324,66
25419,1605536,25427,2671000,0,25424,64
25519,1605660,25528,2671000,0,25525,65
25620,1605644,25630,2671000,0,25626,73
25723,1605244,25731,2671000,0,25728,80
25823,1605724,25830,2671000,0,25827,82
25924,1605792,25931,2671000,0,25928,83
26024,1605876,26033,2671000,0,26029,84
26124,1605752,26132,2577000,0,26129,83
26225,1605756,26233,2577000,0,26230,85
26325,1605756,26333,2577000,0,26330,74
26425,1605536,26433,2577000,0,26431,86
26526,1605536,26535,2577000,0,26532,69
26626,1605660,26635,2577000,0,26632,63
26727,1605676,26736,2577000,0,26733,62
26827,1605924,26836,2577000,0,26833,75
26928,1605056,26937,2577000,0,26934,72
27028,1605188,27038,2577000,0,27035,62
27131,1605724,27139,2494000,0,27137,63
27229,1605724,27238,2494000,0,27235,66
27330,1605972,27339,2494000,0,27336,64
27432,1605860,27441,2494000,0,27438,64
27533,1605536,27541,2494000,0,27538,67
27634,1605660,27643,2494000,0,27640,66
27735,1605676,27743,2494000,0,27740,74
27836,1605552,27848,2494000,0,27843,79
27950,1605552,27970,2494000,0,27958,78
28000,1605808,28012,2494000,0,28008,87
28101,1605664,28116,2472000,0,28110,86
28201,1605552,28217,2472000,0,28208,82
28302,1605540,28324,2472000,0,28309,83
28402,1605880,28412,2472000,0,28410,85
28503,1605660,28512,2472000,0,28509,86
28603,1605564,28614,2472000,0,28611,82
28703,1605676,28712,2472000,0,28709,83
28804,1605596,28817,2472000,0,28813,82
28904,1604976,28913,2472000,0,28910,85
29005,1605212,29015,2472000,0,29012,78
29106,1605348,29120,3349000,561000,29113,87
29227,1605960,29235,3349000,561000,29233,100
29328,1605948,29339,3349000,561000,29336,88
29428,1606120,29438,3349000,561000,29435,86
29529,1605908,29553,3349000,561000,29550,72
29630,1605908,29641,3349000,561000,29637,63
29730,1606032,29746,3349000,561000,29743,67
29830,1606156,29840,3349000,561000,29837,65
29931,1606280,29943,3349000,561000,29940,63
30031,1606420,30041,3349000,561000,30038,65
30132,1606320,30144,2678000,0,30141,64
30232,1606060,30244,2678000,0,30241,64
30333,1606156,30344,2678000,0,30339,73
30433,1606500,30445,2678000,0,30442,73
30534,1606516,30545,2678000,0,30543,64
30634,1606392,30661,2678000,0,30650,67
30735,1606268,30749,2678000,0,30745,80
30835,1606268,30844,2678000,0,30841,82
30937,1606264,30945,2678000,0,30942,88
31037,1606404,31046,2678000,0,31043,93
31138,1606776,31146,2652000,0,31143,98
31239,1606776,31251,2652000,0,31248,100
31340,1607024,31359,2652000,0,31346,100
31440,1607132,31450,2652000,0,31447,100
31548,1607460,31713,2652000,0,31710,95
31713,1607584,31724,2652000,0,31721,75
31725,1607584,31735,2652000,0,31733,75
31807,1607708,31825,2652000,0,31822,75
31906,1608440,31915,2652000,0,31912,75
