Time  [ms],Memory Usage [KB],Time  [ms],Battery Power [uW] (Raw),Battery Power [uW] (Delta),Time  [ms],CPU Load (Normalized) [%]
26309,1608864,26319,2190000,0,26316,70
26411,1608864,26428,2190000,0,26417,63
26511,1608864,26536,2190000,0,26520,74
26612,1608368,26632,2190000,0,26619,86
26712,1608244,26721,2190000,0,26718,84
26815,1608244,26824,2011000,0,26821,78
26916,1608244,26927,2011000,0,26924,80
27016,1608260,27025,2011000,0,27022,79
27116,1608228,27126,2011000,0,27122,82
27216,1608352,27226,2011000,0,27223,81
27317,1608712,27326,2011000,0,27323,85
27417,1608112,27428,2011000,0,27423,79
27518,1608356,27527,2011000,0,27524,73
27618,1608484,27627,2011000,0,27624,65
27718,1608608,27736,2011000,0,27726,66
27819,1608856,27828,2340000,0,27825,64
27919,1609228,27929,2340000,0,27926,62
28020,1608980,28029,2340000,0,28027,69
28121,1608972,28136,2340000,0,28130,64
28222,1608972,28231,2340000,0,28228,67
28322,1608972,28346,2340000,0,28343,63
28423,1608848,28434,2340000,0,28431,66
28524,1608972,28532,2340000,0,28529,68
28649,1609552,28674,2340000,0,28668,75
28699,1609788,28708,2340000,0,28706,75
28800,1609812,28809,1778000,0,28806,66
28900,1609812,28908,1778000,0,28905,62
29001,1609700,29012,1778000,0,29007,64
29101,1609748,29109,1778000,0,29107,61
29204,1609748,29221,1778000,0,29218,65
29302,1609748,29328,1778000,0,29314,61
29403,1609376,29418,1778000,0,29415,68
29503,1609128,29512,1778000,0,29509,69
29604,1609128,29614,1778000,0,29610,82
29704,1609004,29711,1778000,0,29708,83
29809,1609252,29821,1919000,0,29819,93
29909,1609260,29917,1919000,0,29914,97
30010,1609136,30029,1919000,0,30026,82
30110,1609020,30119,1919000,0,30116,86
30210,1609516,30219,1919000,0,30216,67
30311,1609392,30319,1919000,0,30316,62
30411,1609392,30420,1919000,0,30417,66
30511,1609392,30519,1919000,0,30517,66
30612,1609640,30625,1919000,0,30618,66
30712,1609764,30721,1919000,0,30718,67
30813,1609556,30825,2153000,0,30822,71
30920,1609300,30934,2153000,0,30928,71
31020,1609812,31031,2153000,0,31026,75
31120,1610100,31149,2153000,0,31139,75
31221,1610480,31232,2153000,0,31226,77
31321,1610440,31329,2153000,0,31326,89
31421,1610416,31429,2153000,0,31426,100
31522,1610540,31530,2153000,0,31527,100
31622,1610664,31634,2153000,0,31628,100
31723,1610664,31730,2153000,0,31728,100
31823,1611408,31832,2534000,192778,31828,100
