name,cyclomatic,line,length,params,path
"select",1,10,14,0,"/home/user/pure/arxiv.org/accordion.js"
"<anonymous>",1,17,0,0,"/home/user/pure/arxiv.org/accordion.js"
"<anonymous>",5,1,69,1,"/home/user/pure/mail.ru/px_002.js"
"getCurrentScript",3,19,38,1,"/home/user/pure/mail.ru/px_002.js"
"<anonymous>",1,5,8,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"a",1,7,438,2,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"addCaptionHTMLFn",1,20,2,2,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"getImageURLForShare",2,51,8,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"getPageURLForShare",1,54,0,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"getTextForShare",2,56,8,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",6,61,96,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,67,4,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,72,0,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",2,74,16,3,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,77,21,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,81,5,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",3,84,31,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,85,4,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",2,87,8,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",2,91,11,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",3,94,139,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",3,98,31,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,103,14,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",3,106,31,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,108,6,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",3,112,45,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,115,18,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,116,12,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",3,117,39,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,120,12,2,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,124,14,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",6,127,114,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,140,9,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,141,25,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,142,12,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,147,17,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",2,148,22,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",2,152,28,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,154,13,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"onInit",1,161,4,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"onInit",1,167,4,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"onTap",1,170,2,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"onInit",1,176,4,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"onTap",1,179,2,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"onInit",1,189,4,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"onTap",2,207,13,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"onInit",1,213,4,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,217,29,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"f",5,218,85,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"v.init",2,229,109,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",2,230,38,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",3,233,54,3,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",2,236,33,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",2,238,82,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,240,46,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,242,10,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,244,6,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"v.setIdle",1,247,9,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"v.update",3,249,46,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"v.updateFullscreen",1,251,10,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"v.updateIndexIndicator",1,253,23,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"v.onGlobalTap",9,255,114,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"v.onMouseOver",2,262,18,1,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"v.hideControls",1,265,10,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"v.showControls",2,267,16,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"v.supportsFullscreen",4,269,18,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"v.getFullscreenAPI",4,271,109,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"b.enter",1,293,0,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"b.exit",1,294,0,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"b.isFullscreen",1,295,0,0,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,4,2,2,"/home/user/pure/ucdavis.edu/photoswipe-ui-default.js"
"<anonymous>",1,2,10,0,"/home/user/pure/verizon.com/utag_013.js"
"<anonymous>",1,1,0,0,"/home/user/pure/newegg.com/JQuery_002.js"
"<anonymous>",2,1,76,5,"/home/user/pure/rutgers.edu/google_tag.js"
"<anonymous>",4,155,88,0,"/home/user/pure/vmware.com/cclamp-i18nTranslations.js"
"b",1,171,0,0,"/home/user/pure/vmware.com/cclamp-i18nTranslations.js"
"d",1,173,3,0,"/home/user/pure/vmware.com/cclamp-i18nTranslations.js"
"<anonymous>",4,180,88,0,"/home/user/pure/vmware.com/cclamp-i18nTranslations.js"
"d",1,196,0,0,"/home/user/pure/vmware.com/cclamp-i18nTranslations.js"
"c",1,198,3,0,"/home/user/pure/vmware.com/cclamp-i18nTranslations.js"
"<anonymous>",1,1,0,0,"/home/user/pure/themegrill.com/skip-link-focus-fix.js"
"<anonymous>.initAdElt",1,2,123,1,"/home/user/pure/bild.de/initAdElt.js"
"<anonymous>",3,5,41,0,"/home/user/pure/nba.com/ready.js"
"<anonymous>",2,10,18,0,"/home/user/pure/nba.com/ready.js"
"<anonymous>",2,14,12,1,"/home/user/pure/nba.com/ready.js"
"<anonymous>",1,4,2,2,"/home/user/pure/nba.com/ready.js"
"<anonymous>",2,1,76,5,"/home/user/pure/cambridge.org/google_tag.js"
"<anonymous>",1,6,23,0,"/home/user/pure/ninisite.com/analytic.js"
"<anonymous>",2,1,72,5,"/home/user/pure/amd.com/gtm.js"
"<anonymous>",7,2,144,0,"/home/user/pure/plesk.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/plesk.com/api.js"
"<anonymous>",1,1,6,2,"/home/user/pure/elsevierhealth.com/cookie-decliner.js"
"<anonymous>",1,3,7,1,"/home/user/pure/elsevierhealth.com/cookie-decliner.js"
"<anonymous>",1,1,4,1,"/home/user/pure/elsevierhealth.com/smart-keyboard-handler.js"
"KeyboardHandler",1,4,34,0,"/home/user/pure/elsevierhealth.com/smart-keyboard-handler.js"
"onFocusInHandler",1,12,13,0,"/home/user/pure/elsevierhealth.com/smart-keyboard-handler.js"
"onClickHandler",1,17,13,0,"/home/user/pure/elsevierhealth.com/smart-keyboard-handler.js"
"smartKeyboardFocus",2,22,29,0,"/home/user/pure/elsevierhealth.com/smart-keyboard-handler.js"
"<anonymous>",2,23,21,1,"/home/user/pure/elsevierhealth.com/smart-keyboard-handler.js"
"<anonymous>",2,29,13,0,"/home/user/pure/elsevierhealth.com/smart-keyboard-handler.js"
"<anonymous>",1,34,7,0,"/home/user/pure/elsevierhealth.com/smart-keyboard-handler.js"
"handleFocus",1,40,15,1,"/home/user/pure/elsevierhealth.com/smart-keyboard-handler.js"
"<anonymous>",1,41,12,0,"/home/user/pure/elsevierhealth.com/smart-keyboard-handler.js"
"<anonymous>",1,46,12,0,"/home/user/pure/elsevierhealth.com/smart-keyboard-handler.js"
"<anonymous>",1,3,10,0,"/home/user/pure/wondershare.com/6924_002.js"
"imgResolution",1,3,13,0,"/home/user/pure/who.int/image-resolution.js"
"changeImage",1,4,59,1,"/home/user/pure/who.int/image-resolution.js"
"getThumnbSize",3,16,81,1,"/home/user/pure/who.int/image-resolution.js"
"self.init",1,39,15,0,"/home/user/pure/who.int/image-resolution.js"
"<anonymous>",1,40,17,1,"/home/user/pure/who.int/image-resolution.js"
"<anonymous>",1,41,4,0,"/home/user/pure/who.int/image-resolution.js"
"self.initImage",1,45,8,0,"/home/user/pure/who.int/image-resolution.js"
"<anonymous>",7,46,196,0,"/home/user/pure/who.int/image-resolution.js"
"<anonymous>",1,66,7,2,"/home/user/pure/who.int/image-resolution.js"
"init",1,70,0,0,"/home/user/pure/who.int/image-resolution.js"
"<anonymous>",1,73,0,0,"/home/user/pure/who.int/image-resolution.js"
"<anonymous>",8,2,158,0,"/home/user/pure/opera.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/opera.com/api.js"
"Android",1,3,0,0,"/home/user/pure/aliyun.com/utils.js"
"BlackBerry",1,5,0,0,"/home/user/pure/aliyun.com/utils.js"
"iOS",1,7,0,0,"/home/user/pure/aliyun.com/utils.js"
"Opera",1,9,0,0,"/home/user/pure/aliyun.com/utils.js"
"Windows",1,11,0,0,"/home/user/pure/aliyun.com/utils.js"
"any",1,13,0,0,"/home/user/pure/aliyun.com/utils.js"
"<anonymous>",1,1,21,2,"/home/user/pure/elsevierhealth.com/types.js"
"flatten",2,5,38,1,"/home/user/pure/elsevierhealth.com/types.js"
"<anonymous>",2,10,13,1,"/home/user/pure/elsevierhealth.com/types.js"
"set",1,19,14,1,"/home/user/pure/elsevierhealth.com/types.js"
"<anonymous>",1,21,9,2,"/home/user/pure/elsevierhealth.com/types.js"
"get",2,25,8,1,"/home/user/pure/elsevierhealth.com/types.js"
"<anonymous>",2,7,38,1,"/home/user/pure/statcounter.com/sc-perf-1e05d3c0e8.js"
"<anonymous>",1,1,68,1,"/home/user/pure/last.fm/helper.js"
"label_scroll",2,7,45,3,"/home/user/pure/last.fm/helper.js"
"url",1,12,2,2,"/home/user/pure/last.fm/helper.js"
"track",1,14,10,6,"/home/user/pure/last.fm/helper.js"
"query_format",1,17,3,1,"/home/user/pure/last.fm/helper.js"
"play",2,20,63,2,"/home/user/pure/last.fm/helper.js"
"commas",2,26,37,1,"/home/user/pure/last.fm/helper.js"
"pauseEvent",1,33,1,1,"/home/user/pure/last.fm/helper.js"
"eventx",3,35,35,1,"/home/user/pure/last.fm/helper.js"
"eventy",3,38,35,1,"/home/user/pure/last.fm/helper.js"
"has_transform",5,41,35,0,"/home/user/pure/last.fm/helper.js"
"objectLength",1,44,18,1,"/home/user/pure/last.fm/helper.js"
"isEven",1,49,7,1,"/home/user/pure/last.fm/helper.js"
"isOdd",1,52,7,1,"/home/user/pure/last.fm/helper.js"
"<anonymous>",1,1,140,0,"/home/user/pure/sectigo.com/sliders.js"
"e",1,2,14,0,"/home/user/pure/sectigo.com/sliders.js"
"o",1,9,14,0,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,23,8,1,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,25,8,1,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,27,8,1,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,29,8,1,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,31,8,1,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,33,8,1,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,35,6,0,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,37,6,0,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,39,6,0,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,41,7,0,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,43,7,0,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,45,7,0,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,48,31,0,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,57,52,0,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,66,8,1,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,68,8,1,"/home/user/pure/sectigo.com/sliders.js"
"<anonymous>",1,1,11,1,"/home/user/pure/variety.com/tcf.js"
"t",9,3,285,0,"/home/user/pure/variety.com/tcf.js"
"<anonymous>",2,18,40,2,"/home/user/pure/variety.com/tcf.js"
"getCookie",3,7,40,1,"/home/user/pure/buydomains.com/cookies.js"
"<anonymous>",2,2,36,1,"/home/user/pure/wondershare.com/track_download.js"
"<anonymous>",2,7,26,0,"/home/user/pure/wondershare.com/track_download.js"
"<anonymous>",1,10,11,0,"/home/user/pure/wondershare.com/track_download.js"
"<anonymous>",1,12,0,0,"/home/user/pure/wondershare.com/track_download.js"
"<anonymous>",1,1,10,1,"/home/user/pure/variety.com/pmc-global.js"
"<anonymous>",1,2,1,1,"/home/user/pure/variety.com/pmc-global.js"
"<anonymous>",2,7,63,1,"/home/user/pure/appsflyer.com/munchkin.js"
"m",3,15,36,0,"/home/user/pure/appsflyer.com/munchkin.js"
"n",2,24,61,1,"/home/user/pure/appsflyer.com/munchkin.js"
"a.onreadystatechange",1,30,0,0,"/home/user/pure/appsflyer.com/munchkin.js"
"init",6,39,92,1,"/home/user/pure/appsflyer.com/munchkin.js"
"p",1,55,8,1,"/home/user/pure/appsflyer.com/munchkin.js"
"h.b",1,56,8,0,"/home/user/pure/appsflyer.com/munchkin.js"
"<anonymous>",2,7,63,1,"/home/user/pure/bitly.com/munchkin.js"
"m",3,15,36,0,"/home/user/pure/bitly.com/munchkin.js"
"n",2,24,61,1,"/home/user/pure/bitly.com/munchkin.js"
"a.onreadystatechange",1,30,0,0,"/home/user/pure/bitly.com/munchkin.js"
"init",6,39,92,1,"/home/user/pure/bitly.com/munchkin.js"
"p",1,55,8,1,"/home/user/pure/bitly.com/munchkin.js"
"h.b",1,56,8,0,"/home/user/pure/bitly.com/munchkin.js"
"<anonymous>",1,2,243,1,"/home/user/pure/donya-e-eqtesad.com/lang-fa.js"
"isPM",1,44,7,1,"/home/user/pure/donya-e-eqtesad.com/lang-fa.js"
"meridiem",2,47,10,3,"/home/user/pure/donya-e-eqtesad.com/lang-fa.js"
"preparse",1,73,14,1,"/home/user/pure/donya-e-eqtesad.com/lang-fa.js"
"<anonymous>",1,74,5,1,"/home/user/pure/donya-e-eqtesad.com/lang-fa.js"
"postformat",1,78,14,1,"/home/user/pure/donya-e-eqtesad.com/lang-fa.js"
"<anonymous>",1,79,5,1,"/home/user/pure/donya-e-eqtesad.com/lang-fa.js"
"<anonymous>",1,1,2,2,"/home/user/pure/donya-e-eqtesad.com/lang-fa.js"
"<anonymous>",1,3,50,1,"/home/user/pure/arcgis.com/telemetry.js"
"init",1,21,37,1,"/home/user/pure/arcgis.com/telemetry.js"
"_getAmazonCredentials",1,36,14,1,"/home/user/pure/arcgis.com/telemetry.js"
"_getEnvironment",4,45,20,0,"/home/user/pure/arcgis.com/telemetry.js"
"<anonymous>",1,3,11,3,"/home/user/pure/weather.com/124.js"
"a",1,6,18,1,"/home/user/pure/weather.com/124.js"
"<anonymous>",1,1,17,2,"/home/user/pure/elsevierhealth.com/authentication-popup_002.js"
"createPopUp",1,5,28,1,"/home/user/pure/elsevierhealth.com/authentication-popup_002.js"
"showModal",1,16,0,0,"/home/user/pure/elsevierhealth.com/authentication-popup_002.js"
"<anonymous>",2,7,63,1,"/home/user/pure/gotomeeting.com/munchkin.js"
"m",3,15,36,0,"/home/user/pure/gotomeeting.com/munchkin.js"
"n",2,24,61,1,"/home/user/pure/gotomeeting.com/munchkin.js"
"a.onreadystatechange",1,30,0,0,"/home/user/pure/gotomeeting.com/munchkin.js"
"init",6,39,92,1,"/home/user/pure/gotomeeting.com/munchkin.js"
"p",1,55,8,1,"/home/user/pure/gotomeeting.com/munchkin.js"
"h.b",1,56,8,0,"/home/user/pure/gotomeeting.com/munchkin.js"
"<anonymous>.delCSS",1,2,2,2,"/home/user/pure/welt.de/delCSS.js"
"saveUTMtoCookie",3,1,53,0,"/home/user/pure/ucl.ac.uk/gecko_cookie.js"
"<anonymous>",1,1,3,3,"/home/user/pure/qcloud.com/_imgcache_qq_com_idc.js"
"<anonymous>",1,1,34,4,"/home/user/pure/elsevierhealth.com/links.js"
"parseData",4,4,38,3,"/home/user/pure/elsevierhealth.com/links.js"
"notEmpty",1,20,10,1,"/home/user/pure/elsevierhealth.com/links.js"
"updateValue",5,24,54,4,"/home/user/pure/elsevierhealth.com/links.js"
"getValue",1,42,18,1,"/home/user/pure/elsevierhealth.com/links.js"
"form",2,48,55,5,"/home/user/pure/elsevierhealth.com/links.js"
"setLinked",3,68,37,2,"/home/user/pure/elsevierhealth.com/links.js"
"setData",3,83,44,3,"/home/user/pure/elsevierhealth.com/links.js"
"setLink",3,91,56,5,"/home/user/pure/elsevierhealth.com/links.js"
"transfer",3,104,44,2,"/home/user/pure/elsevierhealth.com/links.js"
"<anonymous>",1,111,6,1,"/home/user/pure/elsevierhealth.com/links.js"
"setListeners",1,117,9,1,"/home/user/pure/elsevierhealth.com/links.js"
"<anonymous>",1,119,8,2,"/home/user/pure/elsevierhealth.com/links.js"
"<anonymous>",1,120,7,1,"/home/user/pure/elsevierhealth.com/links.js"
"<anonymous>",2,121,24,1,"/home/user/pure/elsevierhealth.com/links.js"
"setLinks",3,131,39,2,"/home/user/pure/elsevierhealth.com/links.js"
"<anonymous>",1,1,23,5,"/home/user/pure/elsevierhealth.com/login.js"
"action",1,4,26,4,"/home/user/pure/elsevierhealth.com/login.js"
"<anonymous>",1,21,17,0,"/home/user/pure/elsevierhealth.com/login.js"
"<anonymous>",1,25,4,1,"/home/user/pure/elsevierhealth.com/login.js"
"<anonymous>",4,5,38,1,"/home/user/pure/elsevierhealth.com/login.js"
"<anonymous>",1,8,4,1,"/home/user/pure/elsevierhealth.com/login.js"
"<anonymous>",1,12,4,1,"/home/user/pure/elsevierhealth.com/login.js"
"action.registerLoginCallback",1,30,6,1,"/home/user/pure/elsevierhealth.com/login.js"
"<anonymous>",1,1,18,3,"/home/user/pure/nvidia.com/satellite-5ab37a9064746d01bf008a77.js"
"<anonymous>",2,2,25,6,"/home/user/pure/nvidia.com/satellite-5ab37a9064746d01bf008a77.js"
"<anonymous>",1,1,25,2,"/home/user/pure/elsevierhealth.com/scripts.js"
"addVirtual",1,7,13,1,"/home/user/pure/elsevierhealth.com/scripts.js"
"setData",2,14,50,2,"/home/user/pure/elsevierhealth.com/scripts.js"
"<anonymous>",4,17,54,2,"/home/user/pure/elsevierhealth.com/scripts.js"
"processElems",2,30,22,2,"/home/user/pure/elsevierhealth.com/scripts.js"
"getNodeData",1,39,20,1,"/home/user/pure/elsevierhealth.com/scripts.js"
"<anonymous>",1,44,23,0,"/home/user/pure/elsevierhealth.com/scripts.js"
"<anonymous>",1,45,7,1,"/home/user/pure/elsevierhealth.com/scripts.js"
"<anonymous>",4,1,74,0,"/home/user/pure/jw.org/cast_sender.js"
"e",1,2,1,1,"/home/user/pure/jw.org/cast_sender.js"
"h",1,6,0,0,"/home/user/pure/jw.org/cast_sender.js"
"m",2,9,15,1,"/home/user/pure/jw.org/cast_sender.js"
"<anonymous>",1,10,3,0,"/home/user/pure/jw.org/cast_sender.js"
"p",1,14,7,1,"/home/user/pure/jw.org/cast_sender.js"
"l",1,17,20,3,"/home/user/pure/jw.org/cast_sender.js"
"n",1,22,12,0,"/home/user/pure/jw.org/cast_sender.js"
"q",2,26,19,0,"/home/user/pure/jw.org/cast_sender.js"
"b",1,30,12,0,"/home/user/pure/jw.org/cast_sender.js"
"<anonymous>",3,2,27,0,"/home/user/pure/apple.com/auto-relay.js"
"<anonymous>",1,1,11,5,"/home/user/pure/elsevierhealth.com/widget_003.js"
"buildSlick",2,4,18,2,"/home/user/pure/elsevierhealth.com/widget_003.js"
"<anonymous>",2,10,87,2,"/home/user/pure/elsevierhealth.com/widget_003.js"
"<anonymous>",1,22,18,1,"/home/user/pure/elsevierhealth.com/widget_003.js"
"entry",3,25,84,0,"/home/user/pure/elsevierhealth.com/widget_003.js"
"<anonymous>",2,40,16,1,"/home/user/pure/elsevierhealth.com/widget_003.js"
"<anonymous>",1,8,50,0,"/home/user/pure/bund.de/addon_piwik.js"
"<anonymous>",1,3,11,3,"/home/user/pure/weather.com/105.js"
"m",1,6,18,1,"/home/user/pure/weather.com/105.js"
"<anonymous>",2,1,81,5,"/home/user/pure/ucdavis.edu/google_tag.js"
"<anonymous>",1,1,0,0,"/home/user/pure/onet.pl/nsglibCommon.js"
"<anonymous>",2,1,76,5,"/home/user/pure/matterport.com/google_tag.js"
"<anonymous>",8,2,158,0,"/home/user/pure/gamepedia.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/gamepedia.com/api.js"
"<anonymous>",1,5,1243,3,"/home/user/pure/wowhead.com/rules-p-80xBzMhbKolFI.js"
"h",1,6,3,3,"/home/user/pure/wowhead.com/rules-p-80xBzMhbKolFI.js"
"a",3,8,57,3,"/home/user/pure/wowhead.com/rules-p-80xBzMhbKolFI.js"
"c",2,19,38,1,"/home/user/pure/wowhead.com/rules-p-80xBzMhbKolFI.js"
"schemaLoad",5,1,68,4,"/home/user/pure/verizon.com/schemaFunctions.js"
"i.onreadystatechange",6,11,58,0,"/home/user/pure/verizon.com/schemaFunctions.js"
"<anonymous>",2,1,81,5,"/home/user/pure/umd.edu/js_xKaMcsalN2ZbCJJKP0aUi_hZKFteZEEyiyq3AYPAHh4.js"
"Kkip5aHMh7",1,3,9,3,"/home/user/pure/imdb.com/01EjywnajPL.js"
"<anonymous>",1,15,10,0,"/home/user/pure/imdb.com/01EjywnajPL.js"
"s",7,19,91,0,"/home/user/pure/imdb.com/01EjywnajPL.js"
"<anonymous>",1,1,57,2,"/home/user/pure/flickr.com/combo_024.js"
"main",13,4,190,5,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,28,20,1,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,31,2,2,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,36,65,2,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",23,38,232,5,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",14,55,148,5,"/home/user/pure/flickr.com/combo_024.js"
"main",22,70,319,5,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,97,20,1,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,100,2,2,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,105,65,2,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",23,107,233,5,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",16,125,167,5,"/home/user/pure/flickr.com/combo_024.js"
"main",5,141,110,5,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,162,20,1,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,165,2,2,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,170,52,2,"/home/user/pure/flickr.com/combo_024.js"
"main",22,173,269,5,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,191,20,1,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,194,2,2,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,199,56,2,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",6,201,65,5,"/home/user/pure/flickr.com/combo_024.js"
"main",22,212,273,5,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,236,20,1,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,239,2,2,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,244,57,2,"/home/user/pure/flickr.com/combo_024.js"
"main",25,247,314,5,"/home/user/pure/flickr.com/combo_024.js"
"<anonymous>",1,273,20,1,"/home/user/pure/flickr.com/combo_024.js"
