Time  [ms],Memory Usage [KB],Time  [ms],Battery Power [uW] (Raw),Battery Power [uW] (Delta),Time  [ms],CPU Load (Normalized) [%]
6677,1603044,6687,3338000,761000,6684,82
6784,1603044,6793,3338000,761000,6790,81
6878,1603044,6887,3338000,761000,6884,79
6978,1602968,6989,3338000,761000,6986,84
7079,1603700,7090,3338000,761000,7086,90
7184,1603840,7196,3338000,761000,7191,95
7280,1604024,7291,3338000,761000,7289,65
7380,1603884,7393,3338000,761000,7391,65
7480,1604176,7492,3338000,761000,7486,65
7581,1604056,7591,2915000,338000,7587,65
7681,1604056,7690,2915000,338000,7687,64
7782,1604056,7809,2915000,338000,7797,65
7882,1603296,7890,2915000,338000,7887,69
7983,1603420,7997,2915000,338000,7994,63
8083,1603296,8091,2915000,338000,8089,63
8184,1603216,8199,2915000,338000,8192,63
8284,1603700,8293,2915000,338000,8290,78
8385,1603744,8395,2915000,338000,8392,82
8485,1603632,8492,2915000,338000,8490,77
8585,1603732,8594,2316000,0,8591,81
8686,1603732,8694,2316000,0,8691,78
8786,1603512,8797,2316000,0,8792,76
8887,1603744,8896,2316000,0,8893,80
8987,1603744,9008,2316000,0,9005,80
9087,1603696,9096,2316000,0,9093,84
9188,1603588,9195,2316000,0,9193,78
9288,1603712,9317,2316000,0,9305,86
9389,1603420,9397,2316000,0,9394,92
9490,1603568,9500,2316000,0,9497,100
9590,1603700,9598,3216000,639000,9595,87
9690,1603700,9700,3216000,639000,9697,86
9811,1602412,9819,3216000,639000,9817,87
9892,1602352,9901,3216000,639000,9898,84
9994,1602116,10013,3216000,639000,10006,86
10095,1602228,10104,3216000,639000,10100,89
10196,1602428,10209,3216000,639000,10202,81
10298,1602472,10307,3216000,639000,10304,62
10398,1602596,10412,3216000,639000,10409,64
10499,1602560,10513,3216000,639000,10506,64
10599,1607504,10614,2674000,97000,10606,75
10700,1602688,10708,2674000,97000,10706,73
10800,1602688,10823,2674000,97000,10820,62
10901,1601716,10909,2674000,97000,10907,64
11001,1601604,11011,2674000,97000,11008,62
11102,1601604,11112,2674000,97000,11109,63
11202,1601652,11211,2674000,97000,11208,63
11303,1601604,11316,2674000,97000,11312,60
11404,1601636,11414,2674000,97000,11411,63
11505,1601528,11515,2674000,97000,11512,61
11604,1601404,11615,1449000,0,11611,63
11705,1601568,11716,1449000,0,11711,63
11805,1601708,11817,1449000,0,11813,75
11911,1601808,11919,1449000,0,11916,70
12012,1601704,12021,1449000,0,12018,65
12113,1601536,12121,1449000,0,12118,67
12163,1601704,12172,1449000,0,12169,65
12264,1601808,12284,1449000,0,12274,74
12364,1601728,12372,1449000,0,12370,81
12465,1601932,12473,1449000,0,12470,80
12567,1601976,12574,1449000,0,12571,82
12667,1601976,12676,2020000,0,12672,77
12769,1602088,12778,2020000,0,12775,79
12869,1602088,12877,2020000,0,12874,82
12970,1602544,12984,2020000,0,12980,90
13071,1602628,13079,2020000,0,13076,89
13173,1602628,13181,2020000,0,13178,85
13273,1602472,13281,2020000,0,13278,83
13374,1602676,13381,2020000,0,13378,76
13474,1602668,13487,2020000,0,13479,80
13575,1602560,13582,2020000,0,13579,83
13676,1602672,13692,2738000,161000,13688,77
13776,1602780,13783,2738000,161000,13781,77
13876,1602048,13884,2738000,161000,13881,87
13977,1602284,13985,2738000,161000,13982,85
14078,1602292,14091,2738000,161000,14085,85
14179,1602588,14187,2738000,161000,14184,96
14280,1602412,14289,2738000,161000,14285,66
14382,1602340,14391,2738000,161000,14387,63
14483,1602228,14491,2738000,161000,14488,64
14583,1602228,14593,2738000,161000,14589,65
14685,1602340,14705,2298000,0,14691,65
14786,1602340,14794,2298000,0,14791,68
14887,1602340,14896,2298000,0,14892,64
14988,1602340,14996,2298000,0,14993,65
15088,1602340,15096,2298000,0,15093,66
15190,1602276,15209,2298000,0,15206,64
15290,1602396,15302,2298000,0,15295,80
15391,1602272,15400,2298000,0,15397,85
15491,1602272,15509,2298000,0,15496,82
15592,1602168,15599,2298000,0,15597,84
15694,1602292,15701,2048000,0,15698,84
15794,1602432,15803,2048000,0,15800,86
15895,1601392,15909,2048000,0,15905,82
15996,1601428,16003,2048000,0,16001,83
16097,1601316,16110,2048000,0,16102,82
16197,1601220,16205,2048000,0,16202,85
16298,1601504,16313,2048000,0,16304,84
16398,1601868,16421,2048000,0,16414,86
16516,1602496,16534,2048000,0,16524,97
16615,1602620,16626,2991000,414000,16622,90
16715,1602108,16723,2991000,414000,16720,87
16815,1601984,16825,2991000,414000,16822,83
16916,1601844,16926,2991000,414000,16923,85
17016,1602136,17028,2991000,414000,17025,86
17117,1602216,17129,2991000,414000,17126,83
17218,1601888,17230,2991000,414000,17228,82
17318,1602012,17328,2991000,414000,17325,76
17418,1602012,17431,2991000,414000,17428,85
17519,1602212,17528,2991000,414000,17526,80
17619,1602136,17635,3411000,834000,17632,93
17719,1602632,17731,3411000,834000,17726,95
17820,1602332,17828,3411000,834000,17825,86
17920,1602076,17930,3411000,834000,17925,80
18020,1602276,18030,3411000,834000,18026,88
18121,1602072,18133,3411000,834000,18125,87
18221,1602208,18229,3411000,834000,18226,87
18322,1602332,18329,3411000,834000,18326,86
18422,1602456,18429,3411000,834000,18426,86
18522,1602768,18530,3411000,834000,18528,85
18622,1602656,18630,3579000,1002000,18628,84
18723,1602780,18741,3579000,1002000,18738,83
18823,1603016,18831,3579000,1002000,18829,95
18924,1602904,18933,3579000,1002000,18929,93
19024,1603028,19032,3579000,1002000,19029,81
19124,1602904,19132,3579000,1002000,19130,86
19225,1603156,19234,3579000,1002000,19231,74
19325,1602808,19334,3579000,1002000,19331,62
19426,1603044,19436,3579000,1002000,19433,63
19526,1602188,19535,3579000,1002000,19532,67
19627,1602300,19637,2763000,186000,19634,65
19728,1602300,19738,2763000,186000,19736,67
19829,1602256,19839,2763000,186000,19836,66
19930,1602736,19939,2763000,186000,19936,70
20041,1602860,20051,2763000,186000,20048,73
20091,1602984,20100,2763000,186000,20098,65
20191,1603128,20202,2763000,186000,20199,62
20292,1602808,20302,2763000,186000,20297,72
20392,1602796,20408,2763000,186000,20405,73
20492,1602560,20501,2763000,186000,20497,85
20593,1602560,20600,2763000,186000,20597,83
20693,1602488,20700,2521000,0,20697,86
20794,1602612,20814,2521000,0,20799,84
20894,1602648,20901,2521000,0,20898,88
20994,1602568,21013,2521000,0,21010,83
21095,1602740,21103,2521000,0,21100,86
21195,1603080,21203,2521000,0,21200,91
21296,1602604,21304,2521000,0,21301,86
21396,1602716,21404,2521000,0,21401,80
21497,1602616,21506,2521000,0,21503,84
21598,1602504,21607,2521000,0,21604,81
21698,1601872,21708,3353000,776000,21705,83
21798,1601760,21808,3353000,776000,21805,77
21898,1602020,21907,3353000,776000,21904,77
21999,1602020,22008,3353000,776000,22005,83
22099,1602268,22112,3353000,776000,22106,83
22203,1602316,22213,3353000,776000,22210,76
22304,1602740,22316,3353000,776000,22309,74
22404,1602492,22413,3353000,776000,22410,73
22505,1602468,22513,3353000,776000,22510,62
22605,1602468,22614,3353000,776000,22611,66
22705,1602480,22715,2734000,157000,22711,64
22806,1602512,22814,2734000,157000,22811,65
22906,1602904,22914,2734000,157000,22912,64
23007,1602864,23015,2734000,157000,23012,64
23107,1602856,23116,2734000,157000,23113,65
23208,1602884,23217,2734000,157000,23214,64
23309,1602852,23317,2734000,157000,23314,69
23417,1602720,23428,2734000,157000,23423,74
23518,1603188,23537,2734000,157000,23530,92
23618,1603056,23626,2399000,0,23623,83
23729,1602560,23743,2399000,0,23735,97
23828,1602448,23836,2399000,0,23834,100
23928,1602448,23945,2399000,0,23934,100
24029,1602560,24037,2399000,0,24034,100
24129,1602684,24137,2399000,0,24135,100
24230,1602556,24242,2399000,0,24236,100
24330,1602680,24339,2399000,0,24336,100
24430,1602680,24439,2399000,0,24436,100
24531,1602680,24540,2399000,0,24537,100
24631,1603040,24643,3747000,1170000,24640,100
24731,1603032,24740,3747000,1170000,24737,100
24832,1602544,24843,3747000,1170000,24840,100
24932,1602668,24946,3747000,1170000,24944,100
25033,1602668,25044,3747000,1170000,25039,100
25133,1602296,25144,3747000,1170000,25141,100
25233,1602184,25246,3747000,1170000,25244,87
25334,1602308,25345,3747000,1170000,25342,75
25435,1602308,25447,3747000,1170000,25444,75
25536,1602184,25547,3747000,1170000,25543,75
25636,1602060,25682,3204000,627000,25679,75
25736,1601920,25752,3204000,627000,25749,75
25837,1602604,25846,3204000,627000,25843,75
25937,1602976,25950,3204000,627000,25944,75
26038,1602084,26049,3204000,627000,26046,75
26138,1602404,26148,3204000,627000,26145,75
26239,1602184,26248,3204000,627000,26245,75
26340,1602184,26349,3204000,627000,26346,75
26440,1602184,26451,3204000,627000,26446,75
26544,1601564,26556,3204000,627000,26553,75
26645,1601440,26655,2282000,0,26651,62
26746,1602024,26755,2282000,0,26751,65
26846,1601912,26856,2282000,0,26852,59
26946,1602264,26955,2282000,0,26952,62
27047,1602736,27065,2282000,0,27053,68
27147,1603264,27165,2282000,0,27161,73
27247,1602136,27256,2282000,0,27252,72
27348,1602248,27357,2282000,0,27354,80
27448,1602248,27456,2282000,0,27453,80
27548,1602372,27565,2282000,0,27558,78
27649,1602496,27657,2443000,0,27654,88
27749,1602732,27757,2443000,0,27754,87
27849,1603072,27857,2443000,0,27855,83
27950,1602416,27958,2443000,0,27955,85
28050,1602824,28062,2443000,0,28055,82
28151,1602884,28159,2443000,0,28156,90
28251,1603100,28259,2443000,0,28256,89
28352,1603564,28359,2443000,0,28357,97
28452,1603424,28460,2443000,0,28457,82
28553,1603264,28562,2443000,0,28558,86
28654,1603152,28662,3478000,901000,28659,85
28755,1603028,28763,3478000,901000,28760,86
28855,1602912,28863,3478000,901000,28860,81
28955,1602676,28964,3478000,901000,28960,83
29056,1602660,29063,3478000,901000,29061,82
29156,1602944,29165,3478000,901000,29162,81
29257,1602928,29279,3478000,901000,29277,68
29363,1602712,29372,3478000,901000,29369,69
29463,1603052,29473,3478000,901000,29469,71
29564,1603176,29579,3478000,901000,29575,69
29614,1603072,29622,3478000,901000,29619,60
29714,1603072,29723,2810000,233000,29720,67
29815,1603260,29823,2810000,233000,29820,61
29915,1603268,29924,2810000,233000,29921,62
30015,1603156,30026,2810000,233000,30021,58
30116,1603484,30125,2810000,233000,30122,63
30217,1603844,30225,2810000,233000,30223,67
30318,1603876,30327,2810000,233000,30324,77
30420,1603876,30428,2810000,233000,30425,77
30521,1603876,30530,2810000,233000,30527,79
30623,1604124,30635,2366000,0,30629,80
30723,1603492,30735,2366000,0,30728,100
30823,1602792,30831,2366000,0,30829,93
30924,1603212,30938,2366000,0,30929,100
31024,1603356,31033,2366000,0,31031,100
31124,1603480,31139,2366000,0,31137,100
31227,1603952,31234,2366000,0,31231,100
31327,1604076,31334,2366000,0,31332,100
31428,1604324,31436,2366000,0,31433,100
31529,1604448,31539,2366000,0,31536,100
31630,1604696,31639,3600000,1023000,31636,100
31733,1606060,31741,3600000,1023000,31738,100
